match_id,victor_team,radiant_team,dire_team
5230313650,Dire,58-10-31-7-106,13-28-128-46-54
5225877828,Dire,4-104-39-5-86,83-76-29-9-54
5234310006,Dire,13-104-83-25-54,66-86-46-114-102
5231275290,Radiant,31-47-38-12-65,54-87-52-25-51
5266075944,Dire,8-66-102-52-88,86-46-129-31-72
5256590531,Dire,88-31-11-69-51,58-54-65-19-45
5264324456,Radiant,93-13-19-119-91,32-31-108-126-86
5250229053,Radiant,57-20-46-86-54,51-6-31-76-55
5242315185,Dire,12-106-91-21-87,49-10-96-100-68
5269325734,Radiant,51-13-45-32-31,101-94-87-16-6
5230728896,Radiant,28-12-37-56-128,40-85-7-23-106
5231221348,Dire,75-16-114-67-121,128-97-54-60-58
5237788565,Radiant,58-101-52-98-114,31-13-53-45-89
5269841752,Dire,58-81-102-95-54,2-12-65-79-28
5228015103,Dire,41-13-71-74-10,8-22-86-121-38
5249978692,Dire,4-107-129-87-46,104-111-59-101-95
5257765381,Dire,42-46-96-68-121,65-54-112-28-13
5260963775,Radiant,30-46-28-86-114,58-82-36-7-98
5233344853,Radiant,111-107-12-78-11,57-63-25-5-126
5231230613,Radiant,93-31-15-28-128,97-107-44-111-106
5241953496,Dire,58-57-59-128-95,7-31-76-93-29
5231308387,Radiant,91-88-93-11-104,4-112-21-87-69
5225991274,Dire,104-12-31-106-101,86-98-114-11-58
5265878806,Dire,66-51-25-8-128,111-88-15-129-95
5235434750,Dire,76-87-98-10-86,114-126-68-19-31
5239106339,Radiant,91-34-93-58-28,112-10-25-69-31
5260811670,Dire,111-54-50-28-55,128-86-23-95-38
5255204269,Dire,94-23-51-65-58,53-106-13-95-28
5235041014,Radiant,111-49-95-55-88,67-17-28-112-128
5249784035,Radiant,97-15-28-51-112,111-95-75-7-129
5239928410,Radiant,64-126-93-13-96,52-66-86-102-23
5234739214,Dire,112-113-31-108-72,11-6-88-57-58
5240373388,Radiant,104-86-94-106-112,91-96-87-97-93
5248142129,Radiant,20-112-40-54-126,31-15-46-86-96
5240511416,Dire,39-12-100-104-31,72-17-112-51-98
5255670534,Dire,53-23-10-51-65,54-104-58-103-25
5236015814,Radiant,128-10-47-110-2,3-76-19-65-91
5254625719,Dire,88-12-128-97-36,28-119-53-72-10
5242099322,Radiant,93-113-31-7-57,36-91-76-51-72
5231317281,Radiant,79-109-11-13-102,32-112-28-46-87
5231322182,Radiant,47-95-110-96-64,28-121-74-8-31
5242305956,Radiant,58-41-128-51-106,88-46-91-72-65
5268802535,Radiant,95-45-66-91-102,10-8-21-100-112
5231866137,Radiant,19-96-54-31-47,58-129-11-89-88
5244649516,Radiant,28-76-13-65-6,111-95-57-43-126
5257551130,Radiant,6-50-96-20-26,21-67-29-27-112
5225941178,Radiant,86-98-102-25-54,104-13-31-100-10
5231770430,Radiant,91-106-93-51-104,12-76-103-129-31
5251941632,Dire,12-39-28-31-52,106-93-100-66-65
5243590216,Dire,93-17-111-19-102,95-87-7-53-15
5242656490,Radiant,68-65-54-128-129,57-59-58-87-63
5231592002,Radiant,98-82-110-28-31,89-58-96-36-83
5244771209,Dire,94-31-4-98-83,104-126-46-47-54
5256688765,Radiant,52-61-102-45-64,69-22-13-30-10
5256745350,Dire,104-94-126-88-31,41-97-51-13-68
5251339209,Dire,106-98-11-84-13,95-39-83-86-57
5242946882,Radiant,114-65-28-31-13,11-128-102-12-86
5240678039,Radiant,93-86-28-66-35,83-31-55-95-4
5261989761,Radiant,90-15-120-32-28,66-39-20-88-94
5231305389,Radiant,59-66-38-114-86,69-17-87-72-2
5257974584,Dire,111-19-95-55-93,54-108-66-28-15
5238303178,Radiant,38-68-51-42-52,128-46-19-106-129
5230730924,Dire,82-7-20-129-8,114-119-46-31-28
5226703737,Dire,39-106-96-112-66,58-69-12-11-13
5231401628,Dire,76-86-28-37-114,57-46-15-69-58
5231686144,Radiant,47-54-25-102-31,86-22-29-16-8
5231609372,Radiant,59-58-19-8-112,31-88-93-61-129
5228951307,Radiant,7-58-31-39-54,101-44-69-28-121
5266715371,Dire,129-97-41-86-128,111-126-38-12-13
5260085198,Dire,15-7-54-53-104,88-8-106-112-55
5252953515,Dire,15-34-87-96-91,104-11-112-10-31
5231686143,Dire,109-69-68-121-25,73-57-52-87-19
5257242530,Radiant,54-31-52-98-71,87-96-1-102-93
5258138212,Dire,104-98-10-88-128,66-11-60-54-65
5256932204,Dire,7-128-41-98-11,83-74-15-88-36
5230726104,Radiant,54-75-99-19-31,76-6-2-64-85
5236913646,Radiant,121-4-38-65-23,7-57-111-114-41
5231227597,Dire,111-76-8-28-51,6-128-129-11-68
5268131911,Radiant,106-68-73-86-129,7-128-76-95-53
5233072655,Dire,128-47-48-91-28,87-19-21-102-6
5231220982,Dire,74-114-58-20-83,63-31-80-28-107
5237902257,Radiant,52-65-82-120-32,111-11-58-38-41
5260711927,Radiant,41-52-2-110-83,66-13-94-51-55
5251287129,Dire,13-54-128-87-36,91-104-93-46-86
5251978373,Dire,31-19-106-28-63,95-20-38-46-111
5263995281,Radiant,112-36-69-10-52,86-129-17-54-58
5258721190,Radiant,88-106-20-112-94,74-51-13-1-31
5231710175,Radiant,58-13-54-46-112,83-34-88-87-41
5240489229,Dire,25-15-52-88-79,58-86-46-54-28
5234637664,Radiant,58-126-68-54-7,31-76-120-72-87
5234787105,Radiant,91-69-11-72-28,68-19-46-102-6
5249930526,Dire,57-35-87-86-41,95-38-90-65-76
5254125391,Dire,66-7-114-104-61,54-55-58-51-15
5237053961,Radiant,126-82-50-14-86,46-30-28-93-19
5239279831,Dire,88-32-52-104-112,126-28-128-5-54
5235084496,Radiant,4-11-28-91-31,58-93-17-83-112
5237017778,Dire,126-111-120-114-7,15-106-75-53-19
5235961600,Radiant,10-66-17-128-28,31-75-38-4-112
5241523955,Radiant,66-4-38-65-59,108-109-13-111-88
5236718586,Dire,65-17-114-28-86,53-11-51-104-41
5257907623,Dire,103-86-23-49-10,52-38-111-91-76
5231994601,Dire,89-25-102-128-3,19-28-52-87-4
5243125282,Radiant,65-46-96-68-114,66-102-104-13-120
5266526817,Radiant,57-46-93-7-68,25-54-101-126-13
5231386780,Dire,39-83-99-20-72,12-82-31-28-58
5269338224,Radiant,82-112-14-30-8,28-10-15-86-66
5245569683,Dire,65-28-23-114-85,128-76-12-51-104
5269321021,Radiant,95-28-30-128-74,96-92-64-51-109
5245745307,Radiant,11-111-86-8-28,84-102-12-119-39
5236223902,Dire,95-91-23-87-57,36-54-128-28-55
5253491307,Dire,129-44-7-98-68,19-58-111-91-76
5233972985,Radiant,38-11-68-41-7,25-19-42-3-16
5231728722,Dire,58-90-99-74-93,32-35-129-112-85
5241733866,Dire,28-94-20-65-23,58-95-113-57-5
5235537087,Radiant,119-45-89-84-126,112-54-28-87-60
5226504517,Radiant,11-83-98-71-6,26-67-95-91-99
5235304295,Radiant,89-13-126-87-15,26-23-102-58-18
5230846951,Radiant,15-2-66-19-32,72-98-91-27-25
5238881933,Radiant,102-128-23-10-129,108-17-65-83-95
5238004553,Radiant,83-70-46-31-13,102-11-86-64-54
5231223390,Radiant,31-114-59-128-57,41-96-46-20-87
5253298548,Dire,28-74-3-10-45,17-95-84-57-86
5259463905,Radiant,120-129-15-112-25,66-61-114-86-57
5231415192,Radiant,128-10-97-19-78,4-111-76-107-28
5239405982,Radiant,64-51-95-11-53,68-93-28-86-21
5235039657,Dire,106-104-10-111-86,38-54-33-65-46
5262408347,Dire,66-36-11-28-111,68-54-128-92-129
5235861792,Dire,7-28-10-46-111,31-15-104-86-93
5231721433,Dire,22-44-121-14-26,126-34-38-54-51
5232760360,Dire,64-104-97-88-93,129-12-51-38-128
5231235346,Radiant,98-12-87-69-86,119-54-96-25-31
5231249111,Radiant,129-109-86-28-111,121-96-126-31-32
5240377684,Radiant,59-15-102-31-86,89-46-96-13-128
5254573847,Dire,35-72-104-119-91,112-15-103-17-65
5235747649,Dire,91-55-69-93-57,103-97-36-79-4
5228759902,Dire,86-81-76-16-31,13-41-26-66-96
5242410119,Radiant,6-46-51-21-112,54-59-101-58-102
5231731345,Dire,31-28-84-120-25,111-107-11-53-12
5237038035,Radiant,82-31-15-51-65,3-104-12-28-84
5254523776,Radiant,17-88-95-65-58,128-15-21-57-28
5253807817,Dire,129-69-103-31-12,114-58-17-88-120
5241838639,Radiant,27-95-94-57-86,109-43-66-7-28
5241187069,Radiant,28-121-128-106-98,57-111-93-80-20
5231262940,Radiant,8-91-128-11-62,69-126-111-54-28
5253018919,Radiant,66-54-11-51-40,41-5-96-17-86
5239286634,Radiant,65-46-79-28-12,111-18-120-128-102
5254796003,Radiant,51-58-111-95-11,106-128-28-39-25
5243516139,Radiant,27-54-45-98-83,36-95-52-111-7
5254736739,Radiant,66-17-98-54-28,65-46-95-86-111
5223946603,Radiant,82-84-15-57-86,10-76-31-102-119
5253403742,Dire,128-49-67-7-55,88-106-94-45-112
5257535983,Dire,3-7-52-93-57,94-98-128-103-15
5242713827,Radiant,128-95-51-50-45,110-46-28-31-32
5266594129,Radiant,32-104-11-19-112,36-120-31-114-10
5267817105,Radiant,102-33-57-95-28,79-23-86-89-65
5253697655,Radiant,10-111-69-19-126,33-65-71-128-18
5228595055,Radiant,38-26-11-3-102,13-54-97-57-31
5263488151,Radiant,12-98-36-31-19,65-11-54-100-112
5258575045,Radiant,83-13-88-54-36,90-51-106-98-46
5257370211,Dire,59-31-17-71-96,129-10-11-13-87
5250464002,Radiant,98-128-66-7-82,64-11-86-129-67
5235009390,Radiant,66-11-95-69-20,31-86-4-126-62
5256962968,Dire,72-76-28-31-91,106-86-104-112-94
5257122336,Radiant,23-93-86-66-57,106-21-104-112-10
5231249933,Radiant,4-112-87-11-28,54-46-79-84-102
5245935399,Radiant,12-57-11-87-13,18-102-60-85-39
5252697286,Radiant,86-106-6-38-28,93-126-104-87-31
5235208381,Radiant,93-17-29-19-91,28-4-97-119-112
5256842905,Radiant,57-95-17-100-31,12-58-15-86-51
5235435390,Dire,90-84-63-16-97,86-28-91-18-15
5267536846,Radiant,58-7-46-38-54,111-109-80-19-13
5239514696,Dire,74-32-28-128-112,98-68-67-51-11
5231390825,Radiant,95-36-98-86-102,5-129-97-83-12
5241491995,Radiant,36-105-128-12-74,97-108-18-85-75
5235268184,Dire,86-8-46-104-87,12-13-65-28-128
5258528232,Radiant,66-4-104-10-86,97-58-69-93-19
5224425275,Dire,41-31-53-25-100,11-23-85-13-72
5228621585,Dire,13-20-54-126-100,86-16-46-31-6
5262986425,Dire,51-46-65-27-93,111-52-12-57-86
5243447999,Radiant,57-86-46-90-95,68-41-126-128-28
5254568362,Radiant,98-65-85-10-106,86-57-79-95-11
5257255044,Dire,41-78-128-106-31,129-88-54-111-59
5269141553,Dire,120-104-95-97-31,66-36-13-28-54
5229126094,Radiant,87-126-65-86-8,25-11-31-72-69
5236315117,Dire,31-97-15-60-19,111-80-52-129-119
5235466504,Radiant,95-126-120-86-102,106-65-99-15-121
5239304893,Radiant,15-11-112-7-98,46-31-129-52-86
5256866282,Dire,126-21-31-97-103,102-13-64-91-93
5242699005,Radiant,128-13-37-1-28,17-19-54-69-26
5233947613,Dire,7-104-75-46-128,97-126-55-79-95
5230190287,Dire,12-65-78-45-7,104-128-52-58-54
5231222718,Dire,59-75-54-87-96,114-28-80-83-128
5235406049,Radiant,66-7-28-106-82,90-58-96-46-89
5231224269,Radiant,128-61-129-12-58,34-31-106-80-85
5231294498,Radiant,99-114-65-69-128,94-90-110-119-129
5240541419,Dire,126-113-104-31-74,66-86-46-41-102
5234293947,Radiant,64-46-38-77-58,88-89-108-68-13
5231780282,Dire,31-80-47-96-25,21-121-85-42-64
5265491180,Radiant,58-86-10-12-129,108-13-107-66-44
5231404044,Radiant,88-70-91-11-58,74-128-108-54-20
5245134488,Dire,43-106-27-102-86,19-95-111-98-52
5251446267,Dire,51-128-11-1-13,57-46-91-72-3
5264431188,Dire,66-19-36-73-7,128-112-126-41-129
5269700675,Dire,59-77-21-111-119,15-129-128-52-74
5252061750,Dire,79-63-97-105-33,19-65-66-91-92
5235376067,Radiant,112-4-86-96-59,54-65-102-5-106
5231779254,Radiant,94-58-13-66-7,74-54-86-31-28
5247911267,Radiant,28-86-12-85-25,114-11-78-13-128
5237240085,Radiant,111-7-28-12-43,13-10-108-112-97
5231467133,Radiant,31-52-102-103-54,12-75-111-65-96
5231291793,Radiant,31-86-97-102-10,54-28-87-80-57
5233085296,Radiant,65-72-97-91-38,13-112-21-54-129
5268823249,Dire,106-95-53-13-88,12-59-87-102-86
5231795815,Dire,27-30-78-97-8,28-106-54-86-58
5231235766,Radiant,91-107-17-38-72,83-68-28-97-93
5231290584,Dire,17-69-119-31-6,128-96-54-126-111
5226958263,Dire,112-100-12-47-78,58-107-13-91-95
5231642361,Radiant,95-104-65-19-64,41-88-74-98-128
5226903843,Radiant,47-12-100-112-78,58-13-107-91-95
5251588228,Dire,82-37-90-77-47,43-121-13-16-85
5244482616,Radiant,74-72-109-96-46,22-73-5-34-81
5244478985,Dire,28-48-43-55-96,33-3-82-32-99
5244100362,Dire,6-72-104-51-8,83-46-76-103-100
5244083591,Radiant,82-97-23-39-19,12-128-54-103-106
5225912322,Radiant,86-54-102-25-98,104-10-31-13-100
5242433177,Dire,126-52-16-82-72,6-2-10-36-86
5258030155,Radiant,88-96-76-68-81,29-93-128-11-121
5264650119,Radiant,31-126-15-28-72,39-112-104-86-63
5236653841,Dire,128-93-88-57-106,121-15-8-120-65
5264624485,Radiant,31-126-72-15-28,104-112-39-1-86
5233591064,Radiant,13-7-104-96-74,108-3-88-31-19
5225503385,Radiant,74-57-97-17-56,113-25-22-45-98
5235080170,Radiant,8-113-97-74-26,98-94-106-57-45
5235133282,Dire,109-9-106-103-76,129-86-13-121-30
5236982999,Dire,59-114-3-17-53,58-99-104-1-2
5266948510,Dire,27-53-57-72-128,93-36-38-86-3
5251382717,Dire,128-25-12-104-31,107-66-4-114-120
5230212951,Radiant,66-82-106-38-98,93-56-25-90-126
5251600344,Radiant,81-43-51-63-59,21-68-100-2-75
5251091903,Dire,97-98-54-7-128,100-36-80-78-92
5250978327,Radiant,29-83-41-35-62,45-11-113-16-7
5250827572,Radiant,26-95-98-59-111,79-25-53-126-54
5250699088,Dire,72-61-97-59-34,8-16-89-53-45
5228434367,Dire,75-64-20-79-101,3-103-108-56-78
5228406855,Dire,120-97-46-19-128,13-47-98-107-90
5245561679,Radiant,78-14-38-46-32,120-105-1-48-25
5227156585,Dire,69-41-13-45-128,1-87-46-104-5
5251735415,Dire,86-31-89-23-28,57-30-77-88-76
5224274966,Dire,98-23-100-41-3,45-128-129-65-12
5226922870,Radiant,112-12-47-100-78,58-107-13-91-95
5231409112,Dire,57-46-95-112-51,93-120-19-68-69
5300635448,Radiant,128-89-106-69-87,53-39-44-119-13
5297403974,Radiant,1-25-28-31-86,102-106-79-74-9
5306595300,Dire,32-86-3-13-60,89-43-126-53-128
5287943272,Dire,86-41-68-84-46,85-10-25-88-79
5275910256,Dire,112-4-119-120-45,97-57-93-86-52
5276246978,Radiant,126-71-8-26-55,32-119-129-69-13
5305106165,Radiant,68-97-7-47-104,26-102-51-11-95
5284314793,Radiant,32-17-107-65-53,11-86-98-111-12
5292364344,Dire,70-106-87-13-51,8-126-31-60-86
5302854475,Radiant,31-49-100-106-56,32-129-114-13-52
5300155633,Dire,121-67-23-120-69,79-1-126-29-31
5295207783,Dire,83-11-98-26-32,39-27-71-99-75
5291284049,Radiant,83-7-40-15-62,17-69-107-31-1
5291648592,Dire,126-37-12-91-21,23-87-94-100-104
5275402073,Dire,49-16-93-31-101,3-98-25-23-4
5273863037,Radiant,88-55-126-64-22,79-52-16-112-41
5327147360,Radiant,31-55-71-114-106,84-17-104-21-96
5276949989,Dire,93-86-120-112-126,28-91-41-15-31
5308497829,Radiant,126-10-90-112-98,32-111-17-86-99
5283658427,Radiant,121-11-86-106-129,58-32-43-87-98
5282415492,Radiant,41-39-98-31-128,33-65-86-15-106
5294291754,Dire,128-129-44-79-11,19-112-126-32-15
5319027833,Radiant,3-17-95-96-86,129-98-110-8-37
5296995804,Dire,46-84-107-40-98,31-28-54-128-52
5317800374,Radiant,3-51-17-12-64,94-99-101-129-90
5274494188,Dire,15-28-22-8-68,30-46-13-70-88
5294309070,Dire,88-65-31-108-42,41-11-84-86-68
5276388653,Dire,128-114-46-110-28,58-120-109-86-129
5284461119,Radiant,2-12-31-101-17,52-28-86-79-18
5282679506,Radiant,112-75-120-51-32,15-50-68-7-12
5298256139,Radiant,11-68-128-95-16,121-19-45-63-91
5298680459,Dire,121-53-1-49-100,17-119-60-87-93
5280447991,Dire,106-15-126-26-68,63-87-128-98-31
5290957196,Radiant,4-98-25-86-31,41-59-47-128-65
5305957266,Dire,114-44-31-129-65,8-106-53-86-128
5272534648,Radiant,44-7-65-112-98,53-51-23-113-17
5322328643,Radiant,41-128-64-43-16,51-8-31-39-52
5278358408,Radiant,111-14-74-93-78,23-76-21-41-31
5274035232,Dire,53-65-10-7-15,91-119-93-106-104
5278858084,Radiant,88-95-13-129-85,87-76-28-68-41
5278420546,Radiant,79-9-110-101-54,7-8-121-128-86
5323580271,Dire,106-45-87-8-22,5-46-119-129-70
5276862122,Radiant,21-129-114-128-102,112-15-98-25-76
5319761016,Radiant,120-82-68-29-126,8-88-13-110-79
5296935341,Radiant,3-62-51-86-46,121-17-32-7-53
5284503667,Dire,10-111-129-51-43,11-28-31-19-54
5277217000,Radiant,86-10-104-43-111,112-46-129-95-31
5297138654,Radiant,21-8-62-121-104,5-119-17-129-114
5285880878,Radiant,68-18-126-86-84,121-106-7-129-32
5278878960,Radiant,49-13-107-5-106,52-23-112-86-41
5292226394,Dire,74-129-19-32-65,68-93-25-38-119
5289795692,Radiant,68-57-79-42-40,126-41-128-27-17
5312333934,Radiant,86-67-114-43-111,93-31-25-121-129
5303603955,Dire,31-13-8-120-98,68-114-41-100-53
5283527992,Dire,53-52-94-120-88,112-23-96-111-109
5295928917,Radiant,53-39-32-96-86,82-129-91-119-72
5302789880,Dire,59-121-100-21-106,5-76-41-7-70
