match_id,victor_team,radiant_team,dire_team
5298706182,Radiant,25-104-72-84-106,31-28-114-86-46
5304556872,Radiant,90-11-79-60-96,8-43-5-17-129
5288437748,Radiant,72-91-43-128-129,121-15-18-51-126
5314935442,Radiant,42-108-11-128-119,39-54-126-86-111
5311066789,Radiant,42-74-102-58-86,106-96-82-9-5
5293332555,Radiant,102-106-66-86-10,120-5-113-99-83
5307312617,Dire,95-74-129-128-111,114-82-96-71-31
5311395136,Radiant,42-79-96-15-66,111-43-129-69-121
5321908721,Radiant,12-46-79-86-96,41-129-104-51-68
5290236667,Radiant,58-114-12-120-128,66-88-59-65-8
5317509387,Dire,32-126-59-66-102,112-121-47-106-96
5307771510,Radiant,53-56-27-77-45,89-47-102-35-7
5321308358,Dire,32-68-43-86-58,66-88-106-72-38
5323601277,Dire,93-46-31-119-96,84-49-11-120-86
5323370748,Radiant,68-49-76-120-110,10-15-66-21-104
5308919723,Radiant,31-96-43-32-45,111-7-15-89-86
5298943809,Dire,8-97-101-104-121,50-90-20-120-11
5322089985,Radiant,42-11-38-128-51,56-86-39-129-53
5303474993,Radiant,128-43-32-77-79,29-23-68-51-12
5285847135,Radiant,66-23-8-51-47,91-65-10-99-7
5309183266,Radiant,46-31-100-8-98,47-96-58-86-106
5279728232,Radiant,129-31-8-46-121,13-1-51-98-79
5308137079,Radiant,47-111-32-53-45,13-31-59-39-12
5316441991,Dire,95-36-129-30-86,42-11-120-7-66
5280336992,Radiant,32-46-120-128-86,31-51-11-10-96
5307792344,Radiant,46-42-58-111-52,87-106-89-37-103
5287074806,Radiant,58-13-89-38-86,51-87-93-23-28
5309090240,Radiant,47-96-58-86-32,106-88-36-128-89
5314536663,Radiant,96-31-15-42-86,76-32-129-119-111
5304705598,Radiant,119-22-129-38-74,26-2-5-3-62
5308184052,Radiant,66-19-55-95-50,98-15-31-86-104
5316112276,Radiant,71-21-99-89-36,57-31-77-25-35
5316188540,Radiant,110-76-6-33-32,64-94-56-119-25
