match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5496966914,4608465730,False,1593766355,2697,5289.0,5.0,7,22,80,6,134,83-50-25-93-38,86-56-3-16-39
5496969618,4608452592,False,1593766520,1770,5140.0,7.0,7,22,80,9,227,26-1-39-102-106,67-110-104-25-65
5496970103,4608456632,False,1593766566,2026,5426.0,4.0,7,22,80,7,137,93-40-66-106-105,2-42-20-23-9
5496970707,4608454422,True,1593766590,1842,6663.0,5.0,7,22,80,5,156,128-54-107-52-74,12-65-3-77-7
5496970908,4608467846,False,1593766625,2742,6238.0,3.0,7,22,80,6,136,9-99-3-95-120,31-104-106-107-126
5496972917,4608464634,False,1593766735,2345,4259.0,3.0,7,22,80,8,156,42-49-47-9-3,121-51-109-7-23
5496973413,4608462811,True,1593766781,2301,5979.0,2.0,7,22,80,5,134,67-27-53-100-32,112-39-89-96-111
5496973703,4608466902,False,1593766802,2454,5115.0,5.0,7,22,80,5,138,62-102-7-126-1,36-56-3-110-80
5496977511,4608479807,True,1593767027,3219,4651.0,6.0,7,22,80,8,186,31-114-67-126-105,50-11-10-19-39
5496977515,4608472049,False,1593767028,2602,5577.0,1.0,7,22,80,4,152,82-101-121-104-70,1-14-63-46-83
5496980714,4608465149,True,1593767207,2032,6970.0,5.0,7,22,80,7,156,120-86-107-53-1,49-77-22-39-55
5496982613,4608494015,True,1593767342,4009,5324.0,6.0,7,22,80,9,227,114-71-110-17-30,106-86-46-129-27
5496983412,4608468556,False,1593767401,1830,6955.0,4.0,7,22,80,4,133,120-19-32-17-58,108-103-65-12-112
5496984111,4608465526,False,1593767447,1862,6914.0,5.0,7,3,80,8,236,44-3-19-111-59,2-67-86-74-62
5496986617,4608484199,True,1593767601,2979,4980.0,5.0,7,22,80,5,151,36-86-74-8-31,21-10-7-84-39
5496997114,4608475091,True,1593768292,1567,4714.0,4.0,7,22,80,5,185,42-108-17-88-14,111-10-2-39-107
5496998117,4608502535,False,1593768344,3485,5775.0,8.0,7,22,80,9,137,110-2-30-93-74,126-114-112-63-120
5496998210,4608482846,False,1593768369,2180,6043.0,6.0,7,22,80,9,136,108-86-64-54-39,100-126-32-11-58
5497001712,4608474765,True,1593768594,1317,5625.0,6.0,7,3,80,8,227,8-76-29-9-40,79-51-36-20-48
5497003503,4608492942,True,1593768699,2552,4245.0,4.0,7,22,80,5,183,84-105-93-45-98,75-108-42-37-39
5497009701,4608487207,True,1593769105,1807,5792.0,4.0,0,4,80,6,193,4-77-18-91-14,75-66-8-22-71
5497014512,4608508709,True,1593769406,2996,5487.0,2.0,7,22,80,6,138,7-53-89-113-51,20-56-23-98-35
5497014716,4608484795,False,1593769407,1217,3695.0,1.0,7,22,80,5,145,33-19-1-13-39,126-53-21-85-12
5497021716,4608508521,True,1593769866,2383,4930.0,4.0,7,22,80,7,137,106-19-20-42-49,13-126-74-48-110
5497022504,4608508754,False,1593769930,2338,5064.0,2.0,7,22,80,2,185,70-34-90-26-108,8-2-4-5-25
5497023205,4608497933,False,1593769975,1709,5698.0,5.0,7,3,80,9,236,106-48-62-23-7,77-27-126-29-64
5497023606,4608503131,False,1593770005,2024,4488.0,4.0,7,22,80,6,191,67-120-14-34-64,35-3-38-47-1
5497030713,4608512362,True,1593770472,2245,6128.0,4.0,7,3,80,10,227,110-41-96-20-47,38-35-46-12-84
5497031812,4608505825,True,1593770538,1586,4852.0,5.0,7,22,80,6,182,121-61-3-104-95,21-101-44-13-32
5497032510,4608505215,True,1593770581,1519,5547.0,6.0,7,22,80,6,138,70-25-112-66-10,62-12-19-128-110
5497034117,4608509611,True,1593770671,1761,5467.0,7.0,7,22,80,9,152,65-95-35-66-39,63-74-56-9-55
5497035709,4608523920,False,1593770779,2679,6508.0,7.0,0,22,80,8,154,7-9-19-73-5,10-126-31-41-110
5497036314,4608516773,True,1593770826,1422,8259.0,9.0,1,2,80,10,236,110-87-109-129-126,20-106-56-86-29
5497037204,4608529630,True,1593770872,2886,5195.0,5.0,7,3,80,9,227,86-33-1-43-112,41-53-28-21-5
5497039204,4608536470,True,1593771002,3337,4848.0,3.0,7,22,80,5,133,1-63-126-7-3,101-4-96-10-45
5497040808,4608519737,True,1593771069,2123,7237.0,6.0,7,22,80,7,156,3-126-7-12-65,39-48-83-112-19
5497041519,4608512419,False,1593771137,1455,4259.0,4.0,7,22,80,5,182,13-104-3-92-67,80-14-32-111-62
5497042012,4608520942,False,1593771172,2108,5391.0,3.0,7,22,80,5,131,54-80-11-58-88,114-62-67-110-19
5497043700,4608514471,True,1593771263,1603,6185.0,4.0,7,3,80,8,236,126-45-1-121-46,70-47-53-26-90
5497045515,4608525947,True,1593771380,2283,4800.0,4.0,7,22,80,6,151,38-39-3-1-86,106-84-17-90-70
5497047208,4608509769,False,1593771478,1015,6046.0,5.0,7,22,80,9,138,121-39-98-93-11,102-53-43-67-126
5497047214,4608532408,False,1593771487,2337,4916.0,7.0,7,22,80,9,172,70-102-86-112-39,62-25-87-40-109
5497052906,4608523979,False,1593771839,1630,5393.0,3.0,0,22,80,6,132,31-120-109-13-12,36-106-7-26-103
5497053100,4608531303,False,1593771851,2062,4382.0,2.0,7,22,80,4,132,20-93-98-64-21,39-77-68-105-16
5497056108,4608536166,False,1593772031,2098,5635.0,5.0,7,22,80,7,135,36-79-39-34-56,12-37-74-21-101
5497058800,4608529111,False,1593772194,1609,4289.0,2.0,7,22,80,3,181,17-30-101-56-69,21-85-64-42-23
5497059316,4608526393,True,1593772226,1406,5487.0,3.0,7,22,80,6,151,60-74-51-91-102,80-10-37-7-9
5497063110,4608531684,True,1593772436,1533,6901.0,7.0,7,3,80,8,223,129-58-9-53-48,19-20-88-109-121
5497063301,4608532721,True,1593772454,1617,5369.0,7.0,7,3,80,9,227,101-41-17-62-40,39-27-129-93-11
5497063409,4608529488,True,1593772465,1404,4791.0,1.0,7,22,80,9,133,27-41-38-31-89,1-120-22-61-51
5497064202,4608544099,True,1593772505,2219,4846.0,1.0,7,22,80,4,138,43-14-39-4-65,3-120-56-106-121
5497065504,4608539379,False,1593772595,1976,5203.0,2.0,7,22,80,3,137,84-104-87-93-73,114-54-30-105-110
5497071204,4608547123,False,1593772939,1888,6068.0,3.0,7,22,80,5,192,33-79-51-10-114,9-129-73-64-70
5497083018,4608573752,True,1593773647,3223,5116.0,4.0,7,22,80,6,151,113-96-1-83-58,106-66-13-67-39
5497084606,4608555805,True,1593773732,1930,4276.0,5.0,7,22,80,8,236,119-22-96-93-46,6-111-19-16-39
5497086811,4608551181,True,1593773858,1511,4237.0,2.0,7,22,80,5,132,3-42-126-38-88,93-96-82-35-31
5497087112,4608560844,False,1593773881,2127,6929.0,4.0,7,22,80,8,156,7-110-23-39-1,70-9-84-38-101
5497089611,4608568470,True,1593774019,2265,5089.0,4.0,7,22,80,5,137,110-59-89-21-107,53-106-3-93-48
5497089907,4608545354,True,1593774033,754,4728.0,3.0,7,22,80,6,181,100-10-129-38-5,83-51-93-39-56
5497090109,4608575283,True,1593774266,1871,7856.0,7.0,1,2,80,10,131,43-38-111-7-67,54-66-23-79-28
5497091418,4608568189,True,1593774119,2351,4571.0,4.0,7,22,80,5,134,53-21-99-67-86,63-121-112-9-129
5497092912,4608571155,True,1593774209,2492,5013.0,3.0,7,22,80,7,181,26-53-67-25-39,47-10-86-98-110
5497093314,4608570510,False,1593774231,2412,5330.0,4.0,7,22,80,5,182,112-109-35-13-3,70-58-36-7-46
5497093618,4608564220,False,1593774232,1889,5765.0,2.0,7,22,80,7,152,112-100-12-39-9,21-37-126-67-104
5497096105,4608572802,True,1593774382,2416,5319.0,6.0,7,22,80,8,171,105-14-39-67-64,23-20-102-9-36
5497096317,4608572058,False,1593774398,2355,4729.0,5.0,7,22,80,8,155,48-110-39-49-56,31-10-88-82-9
5497097001,4608563938,True,1593774429,1700,4759.0,2.0,7,22,80,3,134,56-93-120-20-34,48-112-86-16-17
5497098118,4608567281,False,1593774497,1853,5616.0,2.0,7,22,80,4,192,110-25-23-70-53,126-7-10-31-60
5497099719,4608572216,True,1593774582,2055,5483.0,5.0,7,22,80,7,134,16-112-121-42-126,39-109-66-7-104
5497100802,4608577527,True,1593774645,2462,4768.0,5.0,7,3,80,9,236,53-56-41-7-13,88-25-67-98-76
5497101512,4608562363,False,1593774673,1423,6154.0,5.0,7,3,80,9,227,77-68-60-42-65,5-38-56-1-39
5497102502,4608582597,False,1593774721,2654,4201.0,5.0,7,22,80,7,134,93-45-30-129-108,39-70-5-21-74
5497104013,4608577298,True,1593774790,2277,4577.0,4.0,7,22,80,5,151,3-10-114-65-101,93-23-39-53-37
5497106710,4608590170,True,1593774963,2817,5951.0,6.0,7,22,80,9,155,93-36-13-66-126,121-53-21-112-10
5497108302,4608581004,False,1593775043,2227,4989.0,4.0,7,22,80,4,131,17-20-12-110-100,82-39-51-54-31
5497113419,4608592570,True,1593775321,2525,4079.0,4.0,7,22,80,4,131,9-103-69-29-95,36-105-51-58-10
5497115616,4608574162,True,1593775454,1440,4687.0,5.0,7,22,80,6,155,12-110-9-46-40,63-8-11-62-30
