match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5496924409,4608431237,False,1593763586,3073,,,7,22,80,2,153,64-29-93-121-106,84-98-67-74-88
5496924614,4608415526,False,1593763592,1944,5199.0,2.0,7,22,80,5,135,79-65-10-11-35,59-7-12-87-107
5496925612,4608420678,False,1593763648,2282,6043.0,5.0,7,22,80,8,152,63-42-25-83-114,107-23-46-31-70
5496927010,4608424084,True,1593763753,2446,5343.0,4.0,7,22,80,5,193,106-111-1-36-100,112-93-120-19-25
5496929505,4608410983,True,1593763917,1341,5496.0,7.0,7,3,80,8,236,31-88-46-41-38,74-1-19-86-43
5496929618,4608416256,True,1593763917,1700,6074.0,6.0,7,22,80,7,156,70-47-65-58-120,3-7-106-53-67
5496938006,4608430254,False,1593764422,2215,5030.0,7.0,7,3,80,8,227,28-85-54-21-27,22-60-95-36-14
5496942904,4608428224,True,1593764780,1636,5996.0,7.0,7,22,80,8,138,9-1-129-68-39,12-120-19-106-63
5496943702,4608430373,False,1593764833,1793,4034.0,3.0,7,22,80,7,156,107-23-30-64-1,9-10-110-120-8
5496943914,4608440726,False,1593764845,2418,5909.0,3.0,7,22,80,5,136,34-126-65-95-64,86-90-104-56-48
5496944214,4608428022,True,1593764863,1642,5973.0,5.0,7,22,80,6,154,9-48-106-14-83,49-38-12-100-86
5496945916,4608429140,False,1593764959,1356,7346.0,5.0,7,22,80,6,138,112-98-81-9-80,36-42-126-100-3
5496946503,4608428460,False,1593765013,1491,4979.0,4.0,7,22,80,8,156,54-5-63-80-108,41-68-36-120-22
5496949002,4608436458,False,1593765175,1947,5045.0,4.0,7,22,80,6,135,1-110-87-76-126,70-104-27-4-121
5496950512,4608430908,True,1593765279,1415,5031.0,3.0,7,22,80,3,154,107-90-120-12-38,68-23-95-17-65
5496951913,4608444960,False,1593765359,2272,5666.0,7.0,7,22,80,9,153,11-126-26-86-53,46-7-9-44-39
5496953711,4608435697,True,1593765483,1602,4793.0,3.0,7,3,80,8,227,43-126-96-93-53,48-46-87-2-83
5496954819,4608451913,False,1593765546,2567,5781.0,5.0,7,22,80,8,155,110-41-106-107-31,100-98-30-28-12
5496956108,4608444497,False,1593765643,2052,4218.0,6.0,7,22,80,7,153,6-90-17-7-13,67-112-9-106-36
5496957409,4608452131,False,1593765719,2546,5557.0,5.0,7,3,80,8,236,17-114-78-121-7,129-69-26-12-27
5496958010,4608451842,False,1593765769,2425,4490.0,5.0,7,22,80,7,123,12-70-112-90-102,87-69-51-62-73
5496958401,4608438801,True,1593765799,1463,4794.0,5.0,7,22,80,5,132,64-96-39-70-106,10-3-45-62-51
5496963409,4608449360,True,1593766120,1975,5112.0,3.0,7,22,80,6,138,64-14-46-67-98,13-106-90-107-29
