,match_id,victor_team,radiant_team,dire_team
1741,5028186362,Radiant,60-93-111-90-59,62-77-101-96-17
1742,5013641849,Dire,106-52-7-75-76,16-21-30-10-86
1743,5045204118,Dire,19-41-106-22-5,34-68-71-2-1
1744,5020393221,Radiant,34-71-25-55-67,43-7-93-121-16
1745,5028251981,Dire,10-41-9-66-104,101-83-106-79-13
1746,5010066203,Radiant,129-74-21-41-87,76-65-121-120-42
1747,5009887641,Dire,5-17-7-23-2,106-129-9-8-102
1748,5003346152,Dire,96-113-86-114-102,111-9-106-15-2
1749,5047455146,Radiant,90-106-25-29-52,26-96-72-86-21
1750,5018556440,Radiant,77-13-52-84-5,79-29-103-54-17
1751,5006607811,Dire,86-13-64-8-120,57-52-79-107-76
1752,5040973832,Radiant,53-19-3-9-23,84-25-41-74-85
1753,5027240319,Radiant,101-107-16-5-70,8-45-86-96-84
1754,5031932490,Dire,14-72-26-91-110,8-74-16-82-86
1755,5038045565,Dire,60-5-86-72-15,114-10-102-7-9
1756,5029707291,Radiant,72-7-23-74-111,9-52-16-17-79
1757,5009416559,Radiant,27-57-102-114-19,14-31-84-15-75
1758,5027392436,Dire,86-7-21-74-20,54-82-23-29-63
1759,5028394072,Radiant,52-95-13-103-62,88-25-121-23-32
1760,5026973111,Dire,101-10-83-66-7,85-9-27-60-17
1761,5036154713,Radiant,35-19-96-112-93,54-64-76-16-79
1762,5048225635,Dire,26-29-17-9-95,129-114-71-76-27
1763,5044118616,Dire,32-104-97-14-111,106-90-71-62-99
1764,5028152196,Radiant,106-121-62-30-75,114-17-19-26-111
1765,5017103777,Radiant,96-86-90-106-60,82-19-87-70-65
1766,5044020990,Dire,30-19-93-9-114,99-52-7-46-90
1767,5032667737,Radiant,23-86-7-68-42,87-41-52-99-106
1768,5041179675,Dire,99-19-37-52-11,7-34-62-86-92
1769,5044966456,Dire,47-87-60-95-30,34-26-19-110-54
1770,5032740683,Radiant,106-39-84-14-101,104-37-23-9-62
1771,5025930560,Radiant,14-52-86-93-29,39-4-26-129-105
1772,5039554964,Radiant,102-60-114-25-39,93-21-90-7-120
1773,5023339315,Radiant,52-41-98-79-101,19-103-62-23-67
1774,5009968043,Dire,60-90-77-7-106,104-107-52-79-74
1775,5036528558,Radiant,3-16-60-5-76,19-102-90-93-39
1776,5029850702,Dire,9-41-84-96-76,27-60-95-90-74
1777,5047407162,Dire,23-25-28-22-17,51-113-3-62-106
1778,5023619417,Dire,41-17-26-104-68,5-51-21-42-84
1779,5008534908,Radiant,44-99-40-23-97,7-92-100-70-36
1780,5013952020,Radiant,23-52-84-25-1,106-68-114-71-55
1781,5029916585,Radiant,101-69-93-40-102,7-41-79-107-76
1782,5029910353,Dire,91-72-106-79-60,121-58-41-107-23
1783,5046767350,Dire,2-84-70-121-34,28-107-54-111-17
1784,5018411981,Radiant,29-19-72-85-9,10-84-99-52-25
1785,5028548779,Dire,99-114-5-91-76,55-95-71-66-106
1786,5026627592,Radiant,121-89-23-27-25,61-103-106-99-9
1787,5049730798,Radiant,33-74-7-79-70,46-98-15-121-87
1788,5025176644,Dire,85-36-26-18-19,99-84-62-12-34
1789,5020586628,Dire,2-53-106-95-19,120-15-102-60-74
1790,5044821074,Dire,60-121-21-23-9,93-88-30-71-58
1791,5046683750,Radiant,12-68-99-23-14,6-75-2-26-21
1792,5028588746,Dire,13-106-79-51-54,25-72-50-103-60
1793,5039743763,Radiant,114-23-30-107-52,46-68-42-86-7
1794,5021951948,Dire,23-84-65-52-17,76-106-22-7-53
1795,5038099880,Radiant,7-30-114-90-45,21-84-41-86-120
1796,5020681694,Dire,86-99-90-96-17,72-64-100-102-106
1797,5033606194,Radiant,6-65-5-34-21,67-74-119-120-23
1798,5029677520,Dire,96-103-9-41-25,14-99-83-86-52
1799,5045142310,Radiant,85-17-93-2-5,23-70-84-29-68
1800,5042452334,Radiant,21-30-23-119-61,102-66-52-86-93
1801,5029589328,Radiant,103-102-9-41-45,7-83-44-27-76
1802,5003409297,Radiant,52-112-67-103-7,64-16-41-121-45
1803,5013175211,Radiant,54-16-37-52-28,46-3-1-19-79
1804,5028255994,Dire,9-39-41-31-7,14-62-86-120-52
1805,5013930513,Radiant,31-19-41-9-72,25-106-84-97-43
1806,5025574618,Dire,87-48-96-113-72,95-19-52-76-5
1807,5025374443,Dire,104-53-101-106-45,2-68-52-18-76
1808,5027280961,Dire,99-91-25-14-79,74-82-121-106-21
1809,5046351487,Radiant,98-34-60-31-20,68-86-96-101-77
1810,5021428299,Dire,112-19-101-41-74,68-97-121-44-76
1811,5036576788,Radiant,16-76-23-9-79,10-102-84-119-106
1812,5028760426,Radiant,104-19-34-31-93,121-102-41-26-22
1813,5011867656,Dire,31-27-19-41-25,42-21-96-9-5
1814,5039208197,Radiant,72-11-102-19-20,89-86-60-79-21
1815,5021746574,Radiant,52-102-25-14-42,22-9-7-41-30
1816,5016771813,Dire,41-3-108-9-76,25-27-42-19-5
1817,5036806268,Dire,8-17-9-16-121,90-107-13-54-52
1818,5046478478,Dire,107-31-113-41-38,37-114-42-71-51
1819,5038424504,Dire,5-7-86-72-45,52-68-27-93-19
1820,5045784560,Radiant,77-5-7-21-28,14-87-90-60-57
1821,5045677079,Radiant,108-72-84-17-86,21-22-41-103-88
1822,5034725506,Dire,97-44-90-120-23,107-8-16-121-39
1823,5045716650,Radiant,72-23-7-25-35,10-3-9-84-50
1824,5025025449,Radiant,34-7-8-26-86,119-58-114-71-84
1825,5007084284,Dire,86-106-103-104-41,101-20-31-96-8
1826,5013722767,Radiant,52-18-7-96-30,86-15-129-5-45
1827,5023614836,Dire,104-54-101-53-17,23-64-21-63-39
1828,5008181187,Radiant,10-19-37-52-53,7-42-86-64-25
1829,5015197321,Radiant,9-6-103-23-21,41-76-110-16-25
1830,5049635661,Radiant,114-93-2-68-87,106-72-30-57-99
1831,5037525562,Radiant,81-85-26-76-96,64-60-74-8-86
1832,5048391545,Radiant,99-18-121-106-31,21-39-1-111-71
1833,5045077754,Radiant,2-39-8-64-84,48-76-108-79-27
1834,5008063814,Radiant,103-102-27-106-15,86-96-8-9-25
1835,5045411646,Dire,43-31-9-81-16,30-114-41-97-13
1836,5021450122,Radiant,7-106-121-93-25,60-54-51-86-19
1837,5009762841,Dire,99-102-13-91-10,66-57-30-93-106
1838,5020562454,Dire,60-70-74-84-34,102-21-101-8-96
1839,5028307055,Radiant,9-72-106-79-62,86-55-31-23-73
1840,5008451787,Radiant,25-18-33-60-66,54-97-79-106-28
1841,5028448195,Radiant,3-109-9-106-19,7-17-119-54-31
1842,5038521145,Radiant,65-5-84-41-47,99-90-51-104-52
1843,5029730101,Dire,23-84-42-9-17,68-100-89-19-15
1844,5044940946,Dire,84-34-60-54-31,26-2-42-27-76
1845,5008880429,Dire,71-21-57-121-8,106-68-38-86-41
1846,5039809269,Dire,90-104-29-21-72,86-60-121-39-8
1847,5039508388,Dire,52-81-106-90-88,79-2-9-54-101
1848,5031714250,Dire,27-96-93-19-74,7-53-34-30-114
1849,5037978576,Radiant,52-3-7-90-13,39-84-93-102-101
1850,5041383635,Radiant,25-8-29-7-121,9-84-62-16-72
1851,5032924073,Radiant,95-3-16-86-76,7-46-52-65-103
1852,5044834729,Dire,121-84-42-47-98,12-129-16-46-68
1853,5028213226,Dire,41-23-101-31-45,76-37-7-9-10
1854,5046071354,Radiant,10-5-16-68-76,37-19-99-65-72
1855,5023398921,Dire,84-16-72-114-25,23-17-83-58-37
1856,5039803916,Dire,119-52-96-87-42,39-68-16-112-41
1857,5023713300,Dire,64-7-54-21-120,28-18-25-53-106
1858,5026914867,Radiant,52-42-17-96-64,111-7-114-9-43
1859,5016692517,Radiant,52-7-103-106-86,41-74-25-79-38
1860,5036478889,Dire,7-13-86-102-114,9-25-42-79-23
1861,5037670958,Radiant,114-90-120-47-21,1-4-111-129-16
1862,5035344325,Dire,15-37-85-12-51,96-54-86-64-39
1863,5035213570,Radiant,40-5-29-69-17,66-50-120-77-52
1864,5038275487,Dire,110-83-62-59-26,23-20-25-102-64
1865,5045754934,Dire,2-22-109-79-9,108-74-84-76-72
1866,5028474024,Radiant,41-86-16-84-39,21-7-113-66-106
1867,5029537598,Radiant,41-16-25-103-11,29-84-112-54-13
1868,5021573269,Radiant,96-86-121-93-13,21-106-19-84-76
1869,5016937648,Dire,25-112-23-41-72,22-16-86-67-64
1870,5034588881,Radiant,25-23-121-75-8,84-106-76-27-19
1871,5047745242,Dire,111-72-41-86-29,68-76-93-16-107
1872,5036421984,Radiant,58-84-113-7-13,96-86-72-102-106
1873,5045657033,Radiant,27-60-53-71-98,89-29-7-129-3
1874,5020720892,Dire,30-7-72-74-101,51-79-59-21-100
1875,5044349100,Dire,89-119-65-87-19,2-86-52-72-83
1876,5003548535,Radiant,17-96-86-8-107,99-85-113-25-83
1877,5029793766,Radiant,9-78-48-102-76,57-19-3-8-45
1878,5037618620,Radiant,20-76-52-84-119,99-30-19-22-23
1879,5036419506,Radiant,7-9-72-114-3,102-52-2-106-4
1880,5015219832,Dire,18-106-23-79-121,46-103-9-62-92
1881,5026909872,Radiant,83-69-22-66-99,8-60-107-68-46
1882,5045807803,Radiant,31-72-25-93-7,34-104-90-75-62
1883,5025323894,Dire,66-99-90-41-106,39-91-5-93-19
1884,5032811990,Dire,101-114-13-62-71,106-52-102-19-23
1885,5012514412,Dire,37-1-84-110-23,76-93-29-26-121
1886,5010491973,Radiant,73-96-17-88-68,85-28-70-47-112
1887,5026863964,Dire,86-14-41-31-72,48-19-7-79-64
1888,5038164202,Dire,10-78-86-96-45,54-76-68-7-121
1889,5008768810,Dire,9-84-8-112-82,41-45-19-14-121
1890,5003266380,Dire,97-30-42-120-121,21-75-41-62-19
1891,5009763108,Dire,11-121-8-16-19,72-71-23-52-64
1892,5009828751,Dire,46-9-7-114-84,97-8-121-16-65
1893,5046872849,Dire,19-110-41-31-82,72-87-7-68-16
1894,5047363507,Dire,79-65-41-101-9,129-84-4-72-13
1895,5025200422,Radiant,114-76-25-84-9,74-52-13-103-99
1896,5025152598,Radiant,7-74-9-41-64,112-42-52-51-57
1897,5036051512,Radiant,51-77-108-64-28,93-111-16-86-82
1898,5041139378,Radiant,102-52-79-34-86,3-57-61-25-72
1899,5020446238,Dire,14-84-93-17-63,121-28-7-41-74
1900,5044945834,Dire,76-50-96-41-75,54-27-25-99-19
1901,5021500069,Radiant,5-21-19-70-25,72-84-9-46-96
1902,5033690954,Radiant,72-51-3-99-65,79-23-52-40-6
1903,5049226098,Radiant,54-21-7-3-72,37-23-84-9-67
1904,5015203819,Radiant,25-86-106-19-64,99-44-52-17-31
1905,5038593454,Radiant,106-61-25-2-90,41-88-121-65-72
1906,5028084392,Radiant,5-42-19-62-52,96-106-9-54-103
1907,5049371239,Dire,12-129-37-19-25,54-106-72-3-71
1908,5035228679,Dire,103-86-72-104-34,5-76-16-9-18
1909,5031202625,Dire,23-95-121-107-58,72-9-93-25-7
1910,5049733948,Dire,16-39-2-68-8,100-102-25-129-113
1911,5041347773,Dire,27-64-29-25-114,8-72-33-84-90
1912,5015704434,Dire,25-39-84-18-37,103-74-7-9-41
1913,5008771456,Radiant,65-58-94-42-19,113-18-101-129-68
1914,5041229843,Dire,92-22-106-11-7,62-46-121-74-19
1915,5035711853,Dire,68-70-16-12-52,18-104-5-2-74
1916,5017178558,Radiant,19-88-79-42-2,96-74-90-86-93
1917,5007208668,Dire,107-91-50-102-72,25-100-119-63-129
1918,5024353064,Dire,76-38-79-84-89,54-72-2-19-102
1919,5033247648,Radiant,72-5-119-16-42,41-83-121-19-43
1920,5031269119,Dire,82-112-111-15-120,25-61-106-84-60
1921,5011319564,Radiant,86-52-67-119-60,113-84-19-41-112
1922,5046210309,Dire,9-19-64-53-41,25-36-72-16-85
1923,5010487919,Radiant,69-52-121-86-67,77-9-53-83-7
1924,5041287144,Dire,52-90-84-101-54,106-3-37-19-39
1925,5033681560,Radiant,85-50-86-97-41,112-93-72-16-52
1926,5046680741,Dire,4-99-26-121-39,17-62-21-75-93
1927,5014579032,Dire,60-75-120-95-86,121-43-54-69-9
1928,5025287946,Dire,36-79-110-67-23,3-102-87-8-45
1929,5049644727,Radiant,19-3-105-48-129,2-7-27-1-39
1930,5034857591,Dire,72-83-121-16-46,54-79-60-22-90
1931,5008567958,Radiant,52-106-7-27-89,28-23-26-19-9
1932,5008618642,Dire,74-129-83-98-90,102-55-2-42-47
1933,5046243852,Radiant,10-106-38-7-111,99-23-53-21-90
1934,5027731031,Dire,15-84-60-52-25,30-7-18-121-106
1935,5026852648,Dire,60-52-50-62-46,110-93-35-83-13
1936,5014056888,Dire,106-114-52-16-26,1-5-111-45-38
1937,5014067436,Dire,42-106-120-9-100,86-74-29-84-8
1938,5014196933,Radiant,7-77-72-79-71,10-86-74-111-19
1939,5025510580,Dire,51-74-95-111-7,60-23-92-62-21
1940,5025301260,Dire,74-103-7-25-41,84-19-109-9-97
1941,5025282440,Radiant,62-23-101-41-68,79-38-67-106-103
1942,5042408999,Radiant,53-20-64-21-50,5-96-85-89-39
1943,5037921825,Dire,60-46-72-90-85,96-3-9-65-52
1944,5041033716,Radiant,96-93-90-86-106,7-5-10-102-114
1945,5039531465,Radiant,76-90-7-25-106,22-114-60-10-53
1946,5013839812,Dire,114-39-50-78-20,31-86-7-49-93
1947,5026221896,Dire,58-108-112-106-41,20-102-52-109-19
1948,5041037331,Radiant,93-19-86-16-5,25-111-106-29-76
1949,5011713767,Radiant,23-93-83-58-25,72-76-51-65-5
1950,5015311820,Radiant,31-23-41-25-72,9-3-95-19-21
1951,5046810818,Dire,6-95-75-64-97,15-79-60-112-62
1952,5038322795,Radiant,33-19-72-96-85,16-41-107-79-23
1953,5016958940,Radiant,91-99-103-95-7,57-120-60-86-93
1954,5049837572,Dire,19-110-84-98-8,25-2-50-83-93
1955,5047516807,Dire,103-5-8-102-72,79-106-96-90-22
1956,5037931615,Radiant,96-35-72-74-84,16-25-83-52-46
1957,5011642889,Radiant,93-60-15-102-101,23-22-111-19-52
1958,5010308960,Dire,25-5-7-8-9,65-52-41-102-86
1959,5046247665,Radiant,96-86-113-72-84,79-13-42-25-19
1960,5036667717,Dire,42-17-27-2-66,31-52-23-93-72
1961,5015914636,Dire,99-79-106-1-84,74-27-121-69-8
1962,5021649828,Radiant,86-53-7-44-83,76-16-9-64-65
1963,5045057186,Dire,100-108-63-47-57,93-84-23-86-78
1964,5006583451,Radiant,44-19-72-27-64,84-9-106-37-76
1965,5003365441,Dire,96-79-84-72-45,68-18-19-52-27
1966,5034662536,Radiant,84-7-10-4-20,16-25-90-72-106
1967,5028162251,Dire,28-99-25-5-76,42-52-96-106-111
1968,5032912532,Radiant,10-74-52-103-7,76-60-9-111-72
1969,5007167825,Radiant,27-106-7-54-53,121-19-95-52-104
1970,5044834672,Dire,83-42-21-81-20,71-18-29-84-39
1971,5038535497,Radiant,106-74-97-25-90,104-8-23-5-86
1972,5008955477,Radiant,41-52-57-74-66,84-54-34-111-62
1973,5028403129,Dire,109-102-84-7-15,2-65-66-95-39
1974,5045980396,Radiant,88-38-90-23-95,8-76-25-16-103
1975,5036073495,Dire,4-64-43-96-112,52-19-60-31-42
1976,5025225687,Dire,45-106-7-49-31,1-87-19-121-39
1977,5038840092,Dire,15-121-79-93-96,7-9-106-64-54
1978,5033181040,Dire,58-7-19-93-74,8-23-27-84-111
1979,5049820747,Radiant,120-90-7-76-100,106-79-29-19-72
1980,5045242202,Dire,74-114-68-16-84,42-2-100-5-101
1981,5006765601,Dire,86-54-37-65-14,121-63-84-25-11
1982,5048853586,Radiant,72-5-86-29-76,103-106-52-91-25
1983,5003595786,Radiant,72-19-21-79-14,106-29-64-28-86
1984,5026728891,Dire,8-29-86-106-103,90-13-60-18-83
1985,5031156275,Radiant,58-23-83-9-95,28-121-60-48-32
1986,5034964199,Radiant,113-58-90-51-106,29-46-5-101-62
1987,5007093151,Radiant,54-120-85-33-96,99-57-121-27-52
1988,5046040290,Radiant,85-23-72-106-119,53-99-9-103-13
1989,5026671086,Dire,31-72-86-60-41,19-5-99-121-46
1990,5025227035,Dire,31-72-114-33-60,58-23-16-21-62
1991,5003414171,Radiant,98-83-75-62-17,108-71-9-44-97
1992,5021805397,Radiant,84-23-41-68-9,7-86-39-43-103
1993,5046322731,Radiant,8-21-51-71-37,110-81-60-74-50
1994,5020404322,Dire,99-26-8-25-32,96-74-23-7-114
1995,5010429817,Dire,58-84-18-75-11,106-60-9-54-86
1996,5003496632,Radiant,86-67-104-121-43,84-9-103-41-39
1997,5027037637,Radiant,8-60-5-102-23,13-90-79-89-19
1998,5026115592,Dire,58-104-41-80-121,87-51-76-89-79
1999,5008099023,Dire,41-30-52-43-104,9-37-19-109-17
2000,5049821038,Radiant,16-15-25-121-72,98-37-54-107-86
2001,5015487460,Dire,42-121-96-15-9,129-76-54-79-19
2002,5026851544,Radiant,93-28-90-84-60,19-16-8-23-101
2003,5018492683,Radiant,97-114-121-41-19,25-49-112-84-89
2004,5036967473,Dire,30-72-7-25-12,90-43-10-96-79
2005,5025594942,Radiant,9-7-10-111-114,26-106-74-25-96
2006,5039874467,Dire,46-86-99-57-103,15-5-14-19-90
2007,5008646738,Dire,9-8-103-29-23,106-120-27-48-86
2008,5035601862,Radiant,50-3-82-54-98,14-52-107-71-111
2009,5040149771,Radiant,66-29-18-72-112,64-5-114-96-41
2010,5010212164,Dire,15-18-7-79-9,23-64-60-54-33
2011,5044822941,Radiant,4-23-121-129-84,8-37-21-26-28
2012,5024213615,Dire,81-9-112-47-110,76-58-26-86-6
2013,5026999952,Dire,10-37-16-83-25,3-48-86-106-72
2014,5014167637,Dire,83-64-40-106-72,119-25-89-38-52
2015,5022336320,Dire,4-98-27-7-101,47-68-41-86-19
2016,5014435187,Radiant,31-16-121-23-93,111-52-83-8-58
2017,5046662266,Dire,54-27-29-64-34,9-86-84-7-93
2018,5042693489,Radiant,121-17-38-7-72,68-23-108-89-74
2019,5030032996,Radiant,104-27-75-82-19,110-54-87-83-7
2020,5037916346,Radiant,19-67-64-65-27,29-93-23-68-52
2021,5025134942,Radiant,99-21-17-120-13,2-93-9-3-76
2022,5037922813,Radiant,62-13-90-9-84,52-71-55-3-82
2023,5006711787,Dire,33-84-52-72-16,88-41-21-64-86
2024,5035511303,Radiant,76-104-91-37-106,64-68-72-23-108
2025,5031494884,Dire,8-37-60-86-17,25-83-23-72-49
2026,5041071304,Dire,25-103-39-72-62,42-76-27-90-129
2027,5005335897,Dire,68-72-65-100-93,84-52-106-1-2
2028,5041185454,Radiant,18-112-23-25-106,121-19-58-45-41
2029,5035192602,Dire,67-64-29-19-74,23-72-86-93-79
2030,5045114693,Dire,119-39-90-42-60,72-16-19-112-47
2031,5050192492,Dire,4-19-2-52-20,106-25-42-31-16
2032,5025370276,Radiant,96-52-86-44-5,99-106-111-72-25
2033,5048936291,Dire,121-30-19-17-99,72-22-25-16-68
2034,5036074810,Dire,3-10-75-28-11,85-16-9-108-12
2035,5007350134,Radiant,19-8-121-98-83,91-70-99-74-85
2036,5037352939,Dire,79-85-25-60-109,52-30-35-96-41
2037,5026692858,Dire,3-54-23-9-7,106-20-103-108-82
2038,5022183176,Radiant,16-113-18-114-31,102-72-106-29-19
2039,5007115476,Dire,17-74-15-102-29,34-75-16-48-54
2040,5049865783,Radiant,72-19-90-99-11,47-74-86-79-98
2041,5004486412,Radiant,121-41-82-69-7,74-5-14-106-84
2042,5005311631,Radiant,103-7-93-86-74,9-64-76-42-99
2043,5013995230,Dire,2-72-91-76-9,19-106-20-8-68
2044,5041133439,Radiant,31-25-8-7-72,95-3-19-86-52
2045,5020626763,Dire,121-3-76-41-33,13-100-37-18-129
2046,5028136883,Radiant,58-42-5-84-46,72-3-71-9-25
2047,5024123059,Radiant,121-105-55-63-43,68-54-108-74-107
2048,5008661580,Dire,18-76-16-86-84,10-22-37-7-23
2049,5013061376,Dire,6-76-16-19-102,101-37-86-99-1
2050,5006862255,Dire,29-42-33-52-86,103-95-9-100-25
2051,5024314702,Dire,99-41-25-4-112,97-74-44-9-37
2052,5046676015,Dire,9-18-25-28-26,93-21-100-96-27
2053,5029841776,Dire,58-25-103-23-93,9-31-8-106-38
2054,5005104848,Dire,13-19-30-93-46,52-5-103-72-88
2055,5016657151,Radiant,5-79-23-10-7,9-31-8-16-52
2056,5043387664,Radiant,75-68-19-84-12,112-25-64-41-60
2057,5025887865,Dire,81-121-16-94-25,64-102-52-67-86
2058,5023587873,Radiant,129-106-68-107-72,23-30-14-58-88
2059,5018963557,Radiant,121-42-69-23-88,84-72-52-73-96
2060,5044906019,Dire,72-86-84-32-102,83-13-38-93-9
2061,5045850137,Radiant,64-13-4-119-23,54-84-90-111-46
2062,5026785673,Radiant,16-9-83-54-11,86-98-37-23-32
2063,5025376479,Dire,106-97-112-52-89,17-31-7-41-9
2064,5039761523,Radiant,84-25-96-72-50,29-85-109-86-52
2065,5035363834,Dire,31-64-29-41-47,54-76-2-86-84
2066,5012564193,Dire,25-121-114-42-84,95-19-57-98-76
2067,5040942179,Radiant,8-25-9-79-19,87-44-86-16-72
2068,5030187677,Radiant,119-51-72-84-42,68-104-52-41-86
2069,5013791210,Radiant,23-37-98-97-44,100-112-55-73-43
2070,5022444083,Radiant,90-86-54-58-106,68-84-72-19-35
2071,5010722734,Radiant,76-9-44-97-5,99-58-29-52-68
2072,5044989458,Dire,28-111-18-76-71,81-62-93-94-84
2073,5023915269,Radiant,119-129-113-14-83,2-59-100-34-26
2074,5041092421,Dire,103-19-5-42-49,52-51-13-66-72
2075,5032439551,Radiant,42-14-79-74-2,45-19-96-72-112
2076,5045821068,Radiant,31-9-8-84-114,90-19-99-121-106
2077,5033732672,Dire,87-58-83-109-11,19-86-62-8-37
2078,5043096724,Radiant,67-90-58-21-19,74-41-84-68-25
2079,5042781305,Radiant,83-89-96-86-19,98-68-42-33-13
2080,5029718308,Radiant,45-57-23-9-10,7-13-106-84-76
2081,5031826919,Radiant,74-84-6-104-41,7-46-50-10-86
2082,5044843274,Dire,26-2-119-49-41,68-50-29-74-18
2083,5028256168,Dire,52-99-102-71-7,79-23-16-9-18
2084,5003575123,Dire,7-52-84-9-74,26-41-16-121-45
2085,5040515964,Radiant,114-46-102-86-129,25-83-16-6-47
2086,5013606519,Dire,10-85-119-106-96,48-52-71-27-102
2087,5044373585,Radiant,3-72-60-19-8,68-129-41-110-73
2088,5028535979,Radiant,5-93-2-65-19,12-52-84-83-23
2089,5039260279,Radiant,84-72-42-9-28,21-25-15-60-5
2090,5043917348,Dire,58-107-54-84-74,25-72-103-14-32
2091,5028480702,Dire,68-25-16-19-41,14-111-103-73-74
2092,5007039053,Radiant,75-19-76-86-54,27-105-42-20-23
2093,5012203671,Radiant,93-43-84-79-25,57-106-121-107-67
2094,5045716451,Dire,75-25-41-72-7,16-52-19-42-31
2095,5012210688,Radiant,46-62-16-9-92,39-41-65-102-101
2096,5006676589,Radiant,99-53-5-79-17,94-56-86-57-66
2097,5020461117,Dire,107-47-84-6-99,5-45-70-74-60
2098,5017055686,Dire,7-26-58-15-106,96-17-86-8-84
2099,5046122220,Radiant,112-114-42-84-2,16-79-97-25-106
2100,5036816039,Dire,106-9-17-107-31,72-111-36-23-86
2101,5021499836,Dire,84-16-73-25-9,72-58-98-68-83
2102,5010118099,Dire,60-23-106-64-103,93-9-54-71-79
2103,5038432027,Dire,58-7-74-12-5,41-61-9-68-103
2104,5044172804,Radiant,25-90-60-76-8,86-19-18-121-106
2105,5008658474,Radiant,121-100-84-25-8,74-64-95-19-99
2106,5036357655,Dire,71-120-72-42-26,22-27-114-25-104
2107,5031105100,Dire,26-37-23-93-62,54-106-9-7-27
2108,5022306008,Radiant,86-129-84-12-19,68-51-21-101-100
2109,5003478383,Dire,25-23-79-9-18,46-58-107-106-37
2110,5038120504,Dire,8-39-86-28-26,23-41-90-64-22
2111,5035635703,Dire,64-42-112-19-2,20-98-101-97-44
2112,5011734719,Dire,25-72-60-41-64,42-97-19-52-30
2113,5004162860,Radiant,8-79-83-57-76,16-20-100-42-25
2114,5036564934,Dire,54-17-58-103-7,52-72-84-29-90
2115,5049486598,Dire,106-99-111-107-23,58-98-25-87-71
2116,5024333808,Dire,13-23-6-90-75,73-106-16-84-9
2117,5048902638,Dire,97-99-90-19-23,83-72-86-96-47
2118,5026815018,Dire,41-52-106-129-27,121-100-8-45-23
2119,5038600068,Radiant,41-31-23-9-46,85-54-62-25-45
2120,5035999582,Radiant,27-34-98-99-111,72-39-84-9-129
2121,5007071980,Dire,28-79-56-7-60,106-96-25-84-67
2122,5016729943,Radiant,23-64-7-9-41,5-102-106-73-19
2123,5015403919,Radiant,93-16-52-37-46,86-43-96-103-41
2124,5046669216,Dire,8-107-63-26-2,87-12-71-114-129
2125,5028650529,Radiant,79-106-52-19-89,1-120-101-74-68
2126,5033852851,Dire,14-86-34-31-54,7-82-9-27-74
2127,5003653679,Radiant,121-25-42-52-84,30-21-41-19-62
2128,5044112382,Radiant,41-64-7-84-106,48-25-16-111-23
2129,5028275358,Radiant,48-87-100-50-62,29-86-15-110-46
2130,5023329043,Dire,19-74-29-121-41,52-9-99-84-61
2131,5036932785,Dire,7-61-9-71-103,86-98-102-96-17
2132,5027548420,Radiant,114-18-87-7-78,15-82-21-86-105
2133,5027577193,Dire,5-114-18-102-25,63-106-85-60-112
2134,5013373505,Radiant,18-76-119-110-57,74-5-16-70-79
2135,5013315488,Dire,63-17-3-19-16,74-84-7-54-79
2136,5028206354,Radiant,52-19-74-16-41,61-84-106-108-86
2137,5045908950,Dire,20-90-113-100-23,3-7-65-63-49
2138,5026791346,Dire,77-60-76-3-9,22-41-7-5-83
2139,5045078595,Dire,12-84-51-19-25,82-26-79-60-54
2140,5049399212,Radiant,53-34-48-60-51,89-3-96-21-99
2141,5038217902,Dire,79-90-96-95-49,67-17-22-84-102
2142,5041042928,Dire,38-23-10-101-103,74-64-7-84-41
2143,5046068638,Dire,40-23-97-8-3,2-64-17-19-63
2144,5034875045,Radiant,121-76-57-19-72,107-74-104-79-18
2145,5004944342,Radiant,103-67-16-9-49,52-74-41-29-86
2146,5007061498,Radiant,29-56-74-86-14,27-68-41-98-19
2147,5046761334,Radiant,23-26-83-2-72,19-111-74-8-14
2148,5046351288,Dire,39-54-50-58-84,121-2-12-74-66
2149,5044996267,Radiant,27-63-26-41-114,20-84-4-54-60
2150,5044827026,Dire,23-6-50-26-44,114-54-108-27-75
2151,5014070279,Dire,7-64-45-41-58,52-3-5-72-51
2152,5015163919,Dire,19-79-86-113-25,9-7-17-8-5
2153,5015169909,Dire,41-46-92-9-62,8-23-11-30-25
2154,5015266512,Radiant,9-17-16-6-103,120-25-8-112-27
2155,5042510756,Dire,16-52-27-121-8,3-9-19-41-72
2156,5041285240,Dire,8-5-22-11-7,19-74-46-90-99
2157,5039549635,Radiant,86-16-90-23-93,8-84-9-121-72
2158,5026784273,Radiant,68-98-107-60-8,44-38-9-3-23
2159,5028106838,Dire,8-79-43-112-16,25-10-7-84-17
2160,5028313306,Dire,95-96-27-83-72,31-93-9-52-32
2161,5036519576,Radiant,52-46-58-71-79,75-13-9-2-72
2162,5028781604,Radiant,75-106-2-54-14,114-68-7-98-35
2163,5029607858,Radiant,17-5-9-60-8,23-104-84-91-93
2164,5030317905,Radiant,66-52-76-54-107,86-5-35-51-106
2165,5028392908,Radiant,111-93-60-7-52,84-96-22-79-41
2166,5012654249,Radiant,19-86-79-42-43,93-16-25-9-64
2167,5046574073,Dire,101-12-104-76-111,42-84-68-38-17
2168,5044038477,Dire,72-23-108-86-66,16-121-8-74-98
2169,5046547268,Radiant,3-97-9-106-44,31-2-110-72-109
2170,5040945908,Dire,52-23-72-26-41,86-102-114-54-84
