hero,opponent,hero_wins,games_played,win_rate
51,35,8,14,0.571
51,36,10,28,0.357
51,37,7,11,0.636
51,38,28,68,0.412
51,39,54,106,0.509
51,40,16,31,0.516
51,41,36,68,0.529
51,42,18,36,0.5
51,43,21,52,0.404
51,44,16,27,0.593
51,45,35,52,0.673
51,46,49,99,0.495
51,47,17,26,0.654
51,48,17,25,0.68
51,49,40,80,0.5
51,50,15,41,0.366
51,52,46,81,0.568
51,53,38,87,0.437
51,54,25,66,0.379
51,55,3,10,0.3
51,56,9,20,0.45
51,57,10,23,0.435
51,58,34,65,0.523
51,59,18,32,0.562
51,60,10,20,0.5
51,61,9,15,0.6
51,62,10,16,0.625
51,63,17,29,0.586
51,64,15,33,0.455
51,65,28,62,0.452
51,66,14,37,0.378
51,67,15,27,0.556
51,68,32,74,0.432
51,69,22,42,0.524
51,70,20,38,0.526
51,71,15,26,0.577
51,72,41,73,0.562
51,73,5,12,0.417
51,74,22,37,0.595
51,75,15,25,0.6
51,76,20,34,0.588
51,77,20,45,0.444
51,78,7,13,0.538
51,79,32,61,0.525
51,80,3,15,0.2
51,81,6,8,0.75
51,82,5,14,0.357
51,83,26,46,0.565
51,84,50,78,0.641
51,85,15,25,0.6
51,86,108,188,0.574
51,87,40,78,0.513
51,88,30,68,0.441
51,89,19,34,0.559
51,90,35,67,0.522
51,91,11,18,0.611
51,92,6,13,0.462
51,93,28,52,0.538
51,94,15,20,0.75
51,95,34,57,0.596
51,96,48,85,0.565
51,97,11,23,0.478
51,98,26,53,0.491
51,99,24,35,0.686
51,100,29,56,0.518
51,101,45,70,0.643
51,102,26,48,0.542
51,103,15,38,0.395
51,104,57,102,0.559
51,105,3,6,0.5
51,106,54,119,0.454
51,107,24,42,0.571
51,108,12,20,0.6
51,109,18,38,0.474
51,110,33,65,0.508
51,111,39,70,0.557
51,112,20,32,0.625
51,113,5,6,0.833
51,114,16,26,0.615
51,119,20,36,0.556
51,120,42,91,0.462
51,121,56,102,0.549
51,126,38,71,0.535
51,128,31,67,0.463
51,129,59,94,0.628
52,1,28,50,0.56
52,2,41,74,0.554
52,3,26,59,0.441
52,4,21,38,0.553
52,5,53,104,0.51
52,6,19,44,0.432
52,7,68,128,0.531
52,8,43,101,0.426
52,9,70,140,0.5
52,10,40,78,0.513
52,11,32,61,0.525
52,12,51,96,0.531
52,13,64,110,0.582
52,14,11,17,0.647
52,15,32,64,0.5
52,16,59,113,0.522
52,17,58,100,0.58
52,18,26,47,0.553
52,19,121,204,0.593
52,20,19,47,0.404
52,21,42,64,0.656
52,22,31,61,0.508
52,23,82,151,0.543
52,25,111,191,0.581
52,26,27,40,0.675
52,27,31,55,0.564
52,28,24,46,0.522
52,29,31,45,0.689
52,30,24,43,0.558
52,31,70,120,0.583
52,32,12,23,0.522
52,33,15,36,0.417
52,34,11,13,0.846
52,35,10,15,0.667
52,36,14,23,0.609
52,37,38,53,0.717
52,38,34,83,0.41
52,39,40,83,0.482
52,40,20,42,0.476
52,41,67,109,0.615
52,42,41,71,0.577
52,43,34,65,0.523
52,44,17,32,0.531
52,45,63,134,0.47
52,46,39,90,0.433
52,47,16,33,0.485
52,48,11,29,0.379
52,49,22,49,0.449
52,50,23,56,0.411
52,51,32,72,0.444
52,53,62,107,0.579
52,54,61,115,0.53
52,55,17,26,0.654
52,56,8,14,0.571
52,57,38,74,0.514
52,58,32,61,0.525
52,59,7,18,0.389
52,60,23,44,0.523
52,61,7,19,0.368
52,62,8,13,0.615
52,63,25,43,0.581
52,64,50,82,0.61
52,65,27,46,0.587
52,66,18,52,0.346
52,67,20,34,0.588
52,68,38,72,0.528
52,69,22,35,0.629
52,70,18,31,0.581
52,71,17,36,0.472
52,72,92,147,0.626
52,73,15,33,0.455
52,74,47,89,0.528
52,75,25,37,0.676
52,76,37,76,0.487
52,77,13,33,0.394
52,78,6,15,0.4
52,79,59,123,0.48
52,80,3,10,0.3
52,81,14,29,0.483
52,82,5,13,0.385
52,83,41,81,0.506
52,84,97,173,0.561
52,85,25,53,0.472
52,86,155,304,0.51
52,87,47,89,0.528
52,88,20,54,0.37
52,89,38,67,0.567
52,90,54,112,0.482
52,91,16,33,0.485
52,92,1,6,0.167
52,93,57,107,0.533
52,94,4,10,0.4
52,95,39,69,0.565
52,96,72,139,0.518
52,97,30,71,0.423
52,98,35,63,0.556
52,99,33,51,0.647
52,100,40,67,0.597
52,101,46,87,0.529
52,102,51,84,0.607
52,103,29,57,0.509
52,104,56,98,0.571
52,105,4,5,0.8
52,106,105,204,0.515
52,107,26,52,0.5
52,108,11,23,0.478
52,109,13,27,0.481
52,110,22,40,0.55
52,111,43,82,0.524
52,112,44,72,0.611
52,113,12,23,0.522
52,114,29,54,0.537
52,119,29,56,0.518
52,120,41,81,0.506
52,121,83,132,0.629
52,126,27,45,0.6
52,128,17,36,0.472
52,129,35,79,0.443
53,1,6,18,0.333
53,2,27,47,0.574
53,3,29,49,0.592
53,4,15,23,0.652
53,5,16,40,0.4
53,6,8,18,0.444
53,7,45,95,0.474
53,8,32,60,0.533
53,9,18,61,0.295
53,10,32,63,0.508
53,11,33,64,0.516
53,12,33,63,0.524
53,13,49,96,0.51
53,14,5,11,0.455
53,15,18,40,0.45
53,16,30,60,0.5
53,17,38,81,0.469
53,18,15,30,0.5
53,19,29,63,0.46
53,20,25,56,0.446
53,21,20,45,0.444
53,22,11,19,0.579
53,23,43,83,0.518
53,25,39,64,0.609
53,26,15,22,0.682
53,27,11,32,0.344
53,28,20,31,0.645
53,29,13,28,0.464
53,30,23,39,0.59
53,31,41,79,0.519
53,32,28,45,0.622
53,33,14,38,0.368
53,34,6,11,0.545
53,35,15,24,0.625
53,36,21,36,0.583
53,37,13,21,0.619
53,38,49,98,0.5
53,39,61,126,0.484
53,40,14,28,0.5
53,41,28,42,0.667
53,42,24,43,0.558
53,43,34,70,0.486
53,44,23,34,0.676
53,45,34,50,0.68
53,46,39,78,0.5
53,47,19,34,0.559
53,48,15,31,0.484
53,49,44,86,0.512
53,50,23,47,0.489
53,51,38,78,0.487
53,52,39,86,0.453
53,54,23,40,0.575
53,55,13,24,0.542
53,56,10,24,0.417
53,57,15,23,0.652
53,58,20,52,0.385
53,59,10,17,0.588
53,60,6,14,0.429
53,61,9,17,0.529
53,62,12,21,0.571
53,63,17,37,0.459
53,64,56,115,0.487
53,65,28,60,0.467
53,66,20,52,0.385
53,67,17,33,0.515
53,68,31,51,0.608
53,69,13,34,0.382
53,70,33,59,0.559
53,71,28,40,0.7
53,72,36,53,0.679
53,73,5,16,0.312
53,74,22,47,0.468
53,75,13,17,0.765
53,76,12,21,0.571
53,77,16,46,0.348
53,78,9,18,0.5
53,79,30,70,0.429
53,80,8,22,0.364
53,81,6,6,1.0
53,82,5,17,0.294
53,83,28,56,0.5
53,84,54,97,0.557
53,85,23,35,0.657
53,86,109,208,0.524
53,87,20,53,0.377
53,88,26,48,0.542
53,89,26,55,0.473
53,90,37,73,0.507
53,91,17,28,0.607
53,92,1,4,0.25
53,93,24,47,0.511
53,94,14,20,0.7
53,95,51,103,0.495
53,96,51,94,0.543
53,97,17,36,0.472
53,98,32,59,0.542
53,99,28,45,0.622
53,100,43,81,0.531
53,101,25,44,0.568
53,102,28,50,0.56
53,103,11,27,0.407
53,104,48,95,0.505
53,105,7,8,0.875
53,106,81,149,0.544
53,107,24,42,0.571
53,108,15,28,0.536
53,109,18,50,0.36
53,110,44,85,0.518
53,111,23,51,0.451
53,112,29,61,0.475
53,113,3,6,0.5
53,114,22,41,0.537
53,119,22,42,0.524
53,120,59,123,0.48
53,121,74,127,0.583
53,126,55,107,0.514
53,128,34,65,0.523
53,129,54,105,0.514
54,1,10,21,0.476
54,2,33,65,0.508
54,3,22,54,0.407
54,4,11,28,0.393
54,5,20,50,0.4
54,6,26,39,0.667
54,7,44,90,0.489
54,8,40,72,0.556
54,9,28,65,0.431
54,10,37,83,0.446
54,11,29,50,0.58
54,12,16,44,0.364
54,13,41,85,0.482
54,14,10,21,0.476
54,15,32,85,0.376
54,16,34,65,0.523
54,17,32,62,0.516
54,18,19,39,0.487
54,19,75,146,0.514
54,20,24,45,0.533
54,21,25,38,0.658
54,22,10,22,0.455
54,23,38,68,0.559
54,25,49,98,0.5
54,26,17,30,0.567
54,27,24,43,0.558
54,28,22,71,0.31
54,29,12,20,0.6
54,30,14,25,0.56
54,31,64,114,0.561
54,32,9,17,0.529
54,33,9,16,0.562
54,34,7,13,0.538
54,35,12,16,0.75
54,36,10,20,0.5
54,37,22,35,0.629
54,38,15,32,0.469
54,39,29,54,0.537
54,40,10,20,0.5
54,41,39,79,0.494
54,42,19,37,0.514
54,43,10,29,0.345
54,44,10,21,0.476
54,45,21,40,0.525
54,46,43,80,0.538
54,47,22,37,0.595
54,48,5,11,0.455
54,49,23,43,0.535
54,50,16,31,0.516
54,51,20,49,0.408
54,52,37,94,0.394
54,53,19,44,0.432
54,55,9,27,0.333
54,56,5,13,0.385
54,57,13,31,0.419
54,58,19,34,0.559
54,59,10,17,0.588
54,60,13,28,0.464
54,61,9,20,0.45
54,62,5,17,0.294
54,63,16,31,0.516
54,64,24,53,0.453
54,65,36,83,0.434
54,66,9,32,0.281
54,67,17,29,0.586
54,68,17,46,0.37
54,69,25,37,0.676
54,70,17,40,0.425
54,71,14,27,0.519
54,72,49,100,0.49
54,73,10,19,0.526
54,74,21,53,0.396
54,75,11,20,0.55
54,76,25,47,0.532
54,77,5,19,0.263
54,78,6,8,0.75
54,79,40,68,0.588
54,80,10,30,0.333
54,81,13,20,0.65
54,82,5,11,0.455
54,83,28,58,0.483
54,84,38,89,0.427
54,85,19,43,0.442
54,86,71,169,0.42
54,87,40,81,0.494
54,88,29,60,0.483
54,89,18,32,0.562
54,90,41,97,0.423
54,91,11,32,0.344
54,92,2,8,0.25
54,93,34,88,0.386
54,94,9,20,0.45
54,95,41,78,0.526
54,96,60,121,0.496
54,97,8,36,0.222
54,98,14,33,0.424
54,99,20,41,0.488
54,100,24,43,0.558
54,101,35,62,0.565
54,102,38,82,0.463
54,103,13,29,0.448
54,104,41,85,0.482
54,105,5,11,0.455
54,106,55,136,0.404
54,107,16,28,0.571
54,108,8,17,0.471
54,109,10,19,0.526
54,110,35,63,0.556
54,111,30,52,0.577
54,112,33,59,0.559
54,113,5,9,0.556
54,114,28,54,0.519
54,119,10,20,0.5
54,120,24,53,0.453
54,121,52,99,0.525
54,126,15,48,0.312
54,128,20,42,0.476
54,129,47,82,0.573
55,1,11,22,0.5
55,2,6,8,0.75
55,3,4,12,0.333
55,4,3,9,0.333
55,5,4,14,0.286
55,6,6,8,0.75
55,7,16,26,0.615
55,8,4,12,0.333
55,9,3,9,0.333
55,10,6,16,0.375
55,11,9,17,0.529
55,12,7,12,0.583
55,13,7,20,0.35
55,14,0,2,0.0
55,15,4,15,0.267
55,16,11,15,0.733
55,17,5,11,0.455
55,18,7,12,0.583
55,19,14,23,0.609
55,20,4,12,0.333
55,21,6,10,0.6
55,22,2,4,0.5
55,23,9,20,0.45
55,25,11,19,0.579
55,26,7,10,0.7
55,27,5,11,0.455
55,28,5,14,0.357
55,29,2,3,0.667
55,30,4,5,0.8
55,31,14,24,0.583
55,32,2,9,0.222
55,33,2,5,0.4
55,34,0,1,0.0
55,35,0,2,0.0
55,36,2,5,0.4
55,37,7,10,0.7
55,38,4,11,0.364
55,39,7,13,0.538
55,40,6,8,0.75
55,41,5,9,0.556
55,42,3,10,0.3
55,43,12,21,0.571
55,44,1,3,0.333
55,45,2,9,0.222
55,46,7,15,0.467
55,47,1,2,0.5
55,48,4,4,1.0
55,49,5,7,0.714
55,50,4,11,0.364
55,51,8,14,0.571
55,52,13,26,0.5
55,53,8,16,0.5
55,54,11,19,0.579
55,56,1,1,1.0
55,57,5,12,0.417
55,58,3,9,0.333
55,59,1,2,0.5
55,60,2,5,0.4
55,61,0,3,0.0
55,62,1,2,0.5
55,63,3,7,0.429
55,64,5,9,0.556
55,65,5,9,0.556
55,66,4,13,0.308
55,67,1,2,0.5
55,68,9,20,0.45
55,69,6,14,0.429
55,70,2,6,0.333
55,71,3,5,0.6
55,72,6,9,0.667
55,73,4,8,0.5
55,74,6,10,0.6
55,75,1,2,0.5
55,76,1,6,0.167
55,77,3,6,0.5
55,78,4,5,0.8
55,79,14,20,0.7
55,80,1,4,0.25
55,81,2,3,0.667
55,82,1,3,0.333
55,83,9,10,0.9
55,84,9,17,0.529
55,85,3,7,0.429
55,86,22,45,0.489
55,87,6,15,0.4
55,88,4,7,0.571
55,89,4,6,0.667
55,90,8,14,0.571
55,91,3,6,0.5
55,92,1,1,1.0
55,93,7,14,0.5
55,94,2,8,0.25
55,95,9,16,0.562
55,96,15,29,0.517
55,97,3,10,0.3
55,98,7,11,0.636
55,99,3,8,0.375
55,100,7,11,0.636
55,101,6,10,0.6
55,102,5,12,0.417
55,103,2,6,0.333
55,104,16,26,0.615
55,106,11,31,0.355
55,107,4,6,0.667
55,108,1,6,0.167
55,109,2,5,0.4
55,110,4,7,0.571
55,111,6,11,0.545
55,112,7,14,0.5
55,113,1,2,0.5
55,114,2,5,0.4
55,119,3,10,0.3
55,120,7,14,0.5
55,121,13,23,0.565
55,126,11,18,0.611
55,128,6,21,0.286
55,129,12,28,0.429
56,1,6,10,0.6
56,2,11,14,0.786
56,3,10,17,0.588
56,4,3,6,0.5
56,5,3,11,0.273
56,6,2,9,0.222
56,7,11,24,0.458
56,8,14,28,0.5
56,9,7,19,0.368
56,10,12,25,0.48
56,11,5,12,0.417
56,12,10,15,0.667
56,13,19,28,0.679
56,14,1,2,0.5
56,15,7,13,0.538
56,16,6,12,0.5
56,17,12,18,0.667
56,18,4,5,0.8
56,19,6,14,0.429
56,20,4,6,0.667
56,21,3,7,0.429
56,22,3,6,0.5
56,23,9,17,0.529
56,25,8,23,0.348
56,26,5,5,1.0
56,27,3,8,0.375
56,28,5,9,0.556
56,29,2,3,0.667
56,30,6,8,0.75
56,31,11,26,0.423
56,32,8,14,0.571
56,33,5,8,0.625
56,34,1,2,0.5
56,35,4,5,0.8
56,36,9,16,0.562
56,37,1,4,0.25
56,38,20,39,0.513
56,39,19,35,0.543
56,40,5,10,0.5
56,41,7,12,0.583
56,42,5,12,0.417
56,43,8,13,0.615
56,44,2,7,0.286
56,45,4,10,0.4
56,46,11,23,0.478
56,47,5,12,0.417
56,48,5,6,0.833
56,49,16,26,0.615
56,50,8,14,0.571
56,51,8,19,0.421
56,52,9,14,0.643
56,53,14,27,0.519
56,54,5,13,0.385
56,55,1,2,0.5
56,57,3,5,0.6
56,58,11,21,0.524
56,59,2,4,0.5
56,60,0,2,0.0
56,61,0,2,0.0
56,62,2,7,0.286
56,63,5,12,0.417
56,64,9,15,0.6
56,65,12,20,0.6
56,66,16,28,0.571
56,67,6,13,0.462
56,68,15,19,0.789
56,69,5,8,0.625
56,70,7,16,0.438
56,71,2,7,0.286
56,72,5,11,0.455
56,73,4,8,0.5
56,74,11,19,0.579
56,75,6,6,1.0
56,76,2,8,0.25
56,77,8,12,0.667
56,78,2,5,0.4
56,79,11,20,0.55
56,80,0,2,0.0
56,81,1,3,0.333
56,82,1,3,0.333
56,83,4,16,0.25
56,84,16,26,0.615
56,85,6,11,0.545
56,86,28,52,0.538
56,87,7,16,0.438
56,88,4,6,0.667
56,89,3,4,0.75
56,90,3,13,0.231
56,91,2,7,0.286
56,92,0,2,0.0
56,93,7,17,0.412
56,94,5,5,1.0
56,95,9,19,0.474
56,96,9,24,0.375
56,97,5,7,0.714
56,98,9,12,0.75
56,99,2,3,0.667
56,100,12,19,0.632
56,101,4,12,0.333
56,102,5,16,0.312
56,103,3,4,0.75
56,104,12,22,0.545
56,106,26,49,0.531
56,107,9,11,0.818
56,108,2,3,0.667
56,109,3,5,0.6
56,110,17,34,0.5
56,111,9,18,0.5
56,112,5,7,0.714
56,113,3,3,1.0
56,114,10,18,0.556
56,119,4,9,0.444
56,120,18,27,0.667
56,121,25,35,0.714
56,126,9,22,0.409
56,128,4,9,0.444
56,129,7,18,0.389
57,1,6,14,0.429
57,2,19,26,0.731
57,3,15,26,0.577
57,4,17,34,0.5
57,5,25,60,0.417
57,6,13,32,0.406
57,7,27,43,0.628
57,8,15,37,0.405
57,9,18,40,0.45
57,10,32,56,0.571
57,11,15,30,0.5
57,12,6,16,0.375
57,13,42,67,0.627
57,14,6,11,0.545
57,15,34,63,0.54
57,16,27,47,0.574
57,17,25,42,0.595
57,18,10,18,0.556
57,19,40,81,0.494
57,20,12,29,0.414
57,21,10,21,0.476
57,22,8,19,0.421
57,23,25,45,0.556
57,25,54,85,0.635
57,26,9,14,0.643
57,27,24,41,0.585
57,28,17,38,0.447
57,29,11,27,0.407
57,30,10,16,0.625
57,31,48,79,0.608
57,32,4,9,0.444
57,33,7,15,0.467
57,34,9,12,0.75
57,35,7,11,0.636
57,36,10,22,0.455
57,37,14,26,0.538
57,38,18,35,0.514
57,39,13,22,0.591
57,40,14,27,0.519
57,41,22,46,0.478
57,42,21,31,0.677
57,43,8,25,0.32
57,44,7,12,0.583
57,45,14,25,0.56
57,46,15,28,0.536
57,47,18,31,0.581
57,48,2,5,0.4
57,49,7,19,0.368
57,50,9,22,0.409
57,51,21,33,0.636
57,52,38,74,0.514
57,53,14,19,0.737
57,54,20,48,0.417
57,55,7,16,0.438
57,56,4,7,0.571
57,58,10,21,0.476
57,59,10,15,0.667
57,60,11,32,0.344
57,61,4,15,0.267
57,62,3,4,0.75
57,63,8,12,0.667
57,64,14,21,0.667
57,65,22,45,0.489
57,66,11,25,0.44
57,67,5,7,0.714
57,68,20,43,0.465
57,69,23,41,0.561
57,70,14,25,0.56
57,71,10,19,0.526
57,72,34,57,0.596
57,73,14,25,0.56
57,74,15,36,0.417
57,75,9,18,0.5
57,76,33,72,0.458
57,77,5,10,0.5
57,78,16,27,0.593
57,79,28,62,0.452
57,80,2,7,0.286
57,81,9,15,0.6
57,82,5,8,0.625
57,83,25,45,0.556
57,84,47,73,0.644
57,85,24,34,0.706
57,86,65,132,0.492
57,87,27,50,0.54
57,88,15,22,0.682
57,89,10,18,0.556
57,90,11,25,0.44
57,91,9,17,0.529
57,92,0,4,0.0
57,93,28,59,0.475
57,94,7,11,0.636
57,95,15,23,0.652
57,96,27,56,0.482
57,97,33,51,0.647
57,98,30,57,0.526
57,99,10,18,0.556
57,100,20,34,0.588
57,101,24,41,0.585
57,102,34,57,0.596
57,103,10,27,0.37
57,104,44,68,0.647
57,105,1,3,0.333
57,106,57,97,0.588
57,107,9,18,0.5
57,108,9,13,0.692
57,109,5,7,0.714
57,110,11,19,0.579
57,111,14,33,0.424
57,112,20,41,0.488
57,113,6,9,0.667
57,114,10,24,0.417
57,119,11,19,0.579
57,120,13,24,0.542
57,121,28,53,0.528
57,126,11,16,0.688
57,128,7,17,0.412
57,129,15,31,0.484
58,1,9,13,0.692
58,2,16,28,0.571
58,3,21,45,0.467
58,4,17,29,0.586
58,5,21,39,0.538
58,6,9,12,0.75
58,7,26,51,0.51
58,8,19,38,0.5
58,9,28,65,0.431
58,10,21,39,0.538
58,11,18,42,0.429
58,12,22,46,0.478
58,13,31,63,0.492
58,14,1,6,0.167
58,15,17,32,0.531
58,16,14,44,0.318
58,17,24,41,0.585
58,18,5,14,0.357
58,19,27,52,0.519
58,20,15,27,0.556
58,21,14,24,0.583
58,22,7,13,0.538
58,23,19,50,0.38
58,25,38,59,0.644
58,26,13,17,0.765
58,27,11,21,0.524
58,28,18,46,0.391
58,29,12,18,0.667
58,30,29,43,0.674
58,31,45,85,0.529
58,32,20,38,0.526
58,33,6,16,0.375
58,34,11,17,0.647
58,35,4,7,0.571
58,36,10,14,0.714
58,37,5,12,0.417
58,38,37,72,0.514
58,39,21,49,0.429
58,40,6,10,0.6
58,41,16,31,0.516
58,42,11,16,0.688
58,43,15,27,0.556
58,44,18,27,0.667
58,45,17,34,0.5
58,46,24,45,0.533
58,47,17,32,0.531
58,48,14,28,0.5
58,49,28,46,0.609
58,50,9,23,0.391
58,51,24,52,0.462
58,52,32,69,0.464
58,53,23,48,0.479
58,54,17,49,0.347
58,55,5,9,0.556
58,56,9,16,0.562
58,57,15,24,0.625
58,59,14,20,0.7
58,60,4,12,0.333
58,61,5,18,0.278
58,62,5,7,0.714
58,63,14,20,0.7
58,64,16,28,0.571
58,65,32,58,0.552
58,66,18,43,0.419
58,67,8,14,0.571
58,68,22,38,0.579
58,69,20,30,0.667
58,70,17,30,0.567
58,71,7,11,0.636
58,72,41,71,0.577
58,73,10,19,0.526
58,74,13,28,0.464
58,75,2,4,0.5
58,76,14,26,0.538
58,77,2,15,0.133
58,78,3,8,0.375
58,79,24,58,0.414
58,80,5,13,0.385
58,81,4,10,0.4
58,82,4,13,0.308
58,83,20,38,0.526
58,84,33,59,0.559
58,85,14,22,0.636
58,86,60,124,0.484
58,87,29,51,0.569
58,88,22,30,0.733
58,89,17,33,0.515
58,90,19,40,0.475
58,91,9,16,0.562
58,92,5,11,0.455
58,93,21,34,0.618
58,94,7,12,0.583
58,95,20,46,0.435
58,96,25,46,0.543
58,97,12,24,0.5
58,98,15,32,0.469
58,99,19,29,0.655
58,100,20,40,0.5
58,101,19,25,0.76
58,102,17,26,0.654
58,103,6,13,0.462
58,104,22,48,0.458
58,105,4,5,0.8
58,106,65,102,0.637
58,107,14,19,0.737
58,108,13,23,0.565
58,109,10,19,0.526
58,110,27,52,0.519
58,111,25,46,0.543
58,112,25,48,0.521
58,113,2,5,0.4
58,114,16,24,0.667
58,119,10,24,0.417
58,120,35,63,0.556
58,121,51,101,0.505
58,126,31,51,0.608
58,128,29,52,0.558
58,129,32,60,0.533
59,1,4,10,0.4
59,2,10,13,0.769
59,3,7,10,0.7
59,4,3,7,0.429
59,5,8,12,0.667
59,6,4,8,0.5
59,7,16,27,0.593
59,8,6,14,0.429
59,9,7,14,0.5
59,10,12,17,0.706
59,11,5,15,0.333
59,12,0,9,0.0
59,13,17,33,0.515
59,14,2,2,1.0
59,15,6,16,0.375
59,16,9,13,0.692
59,17,15,21,0.714
59,18,3,5,0.6
59,19,15,30,0.5
59,20,8,19,0.421
59,21,11,16,0.688
59,22,0,3,0.0
59,23,15,22,0.682
59,25,20,33,0.606
59,26,2,6,0.333
59,27,6,10,0.6
59,28,6,14,0.429
59,29,2,7,0.286
59,30,5,10,0.5
59,31,21,38,0.553
59,32,6,11,0.545
59,33,1,6,0.167
59,34,2,2,1.0
59,35,11,13,0.846
59,36,4,7,0.571
59,37,3,7,0.429
59,38,8,21,0.381
59,39,6,13,0.462
59,40,4,9,0.444
59,41,8,20,0.4
59,42,10,15,0.667
59,43,2,7,0.286
59,44,6,10,0.6
59,45,9,21,0.429
59,46,29,49,0.592
59,47,7,17,0.412
59,48,1,3,0.333
59,49,7,12,0.583
59,50,4,6,0.667
59,51,10,23,0.435
59,52,13,24,0.542
59,53,8,23,0.348
59,54,12,22,0.545
59,55,3,9,0.333
59,56,0,1,0.0
59,57,11,17,0.647
59,58,4,10,0.4
59,60,4,9,0.444
59,61,3,8,0.375
59,62,6,8,0.75
59,63,7,12,0.583
59,64,8,15,0.533
59,65,11,20,0.55
59,66,3,19,0.158
59,67,5,6,0.833
59,68,4,10,0.4
59,69,9,14,0.643
59,70,2,11,0.182
59,71,5,7,0.714
59,72,13,20,0.65
59,73,5,7,0.714
59,74,5,12,0.417
59,75,6,9,0.667
59,76,8,20,0.4
59,77,4,9,0.444
59,78,4,6,0.667
59,79,12,26,0.462
59,80,3,7,0.429
59,81,0,4,0.0
59,82,1,3,0.333
59,83,11,22,0.5
59,84,21,29,0.724
59,85,7,11,0.636
59,86,26,38,0.684
59,87,17,30,0.567
59,88,10,19,0.526
59,89,6,11,0.545
59,90,15,25,0.6
59,91,6,9,0.667
59,92,2,4,0.5
59,93,16,27,0.593
59,94,2,5,0.4
59,95,17,23,0.739
59,96,19,33,0.576
59,97,12,18,0.667
59,98,8,13,0.615
59,99,5,10,0.5
59,100,4,9,0.444
59,101,12,18,0.667
59,102,11,25,0.44
59,103,3,5,0.6
59,104,11,21,0.524
59,105,1,1,1.0
59,106,32,56,0.571
59,107,4,10,0.4
59,108,5,5,1.0
59,109,4,7,0.571
59,110,11,28,0.393
59,111,10,17,0.588
59,112,11,16,0.688
59,113,2,2,1.0
59,114,6,13,0.462
59,119,4,8,0.5
59,120,11,23,0.478
59,121,17,27,0.63
59,126,10,21,0.476
59,128,7,19,0.368
59,129,17,33,0.515
60,1,1,2,0.5
60,2,14,22,0.636
60,3,7,15,0.467
60,4,17,36,0.472
60,5,12,31,0.387
60,6,9,11,0.818
60,7,21,33,0.636
60,8,16,27,0.593
60,9,17,40,0.425
60,10,22,29,0.759
60,11,14,19,0.737
60,12,7,19,0.368
60,13,27,45,0.6
60,14,8,14,0.571
60,15,10,20,0.5
60,16,29,45,0.644
60,17,10,19,0.526
60,18,8,20,0.4
60,19,39,60,0.65
60,20,10,22,0.455
60,21,10,17,0.588
60,22,10,13,0.769
60,23,30,58,0.517
60,25,39,61,0.639
60,26,10,17,0.588
60,27,9,18,0.5
60,28,6,13,0.462
60,29,10,20,0.5
60,30,3,9,0.333
60,31,26,41,0.634
60,32,1,5,0.2
60,33,3,5,0.6
60,34,6,10,0.6
60,35,2,8,0.25
60,36,1,5,0.2
60,37,2,6,0.333
60,38,13,27,0.481
60,39,11,15,0.733
60,40,4,7,0.571
60,41,26,51,0.51
60,42,11,22,0.5
60,43,11,24,0.458
60,44,4,8,0.5
60,45,7,10,0.7
60,46,20,38,0.526
60,47,10,21,0.476
60,48,4,7,0.571
60,49,7,17,0.412
60,50,7,15,0.467
60,51,11,16,0.688
60,52,25,68,0.368
60,53,8,17,0.471
60,54,10,22,0.455
60,55,3,5,0.6
60,56,1,3,0.333
60,57,17,32,0.531
60,58,6,11,0.545
60,59,4,10,0.4
60,61,1,9,0.111
60,62,8,12,0.667
60,63,3,6,0.5
60,64,20,31,0.645
60,65,7,11,0.636
60,66,7,14,0.5
60,67,5,8,0.625
60,68,9,13,0.692
60,69,2,9,0.222
60,70,8,13,0.615
60,71,2,8,0.25
60,72,34,54,0.63
60,73,10,19,0.526
60,74,24,41,0.585
60,75,11,16,0.688
60,76,9,14,0.643
60,77,10,24,0.417
60,78,4,6,0.667
60,79,24,46,0.522
60,80,2,4,0.5
60,81,17,29,0.586
60,82,4,12,0.333
60,83,20,30,0.667
60,84,38,64,0.594
60,85,22,37,0.595
60,86,39,68,0.574
60,87,17,36,0.472
60,88,7,10,0.7
60,89,16,34,0.471
60,90,18,46,0.391
60,91,2,6,0.333
60,92,1,6,0.167
60,93,16,29,0.552
60,94,3,7,0.429
60,95,11,16,0.688
60,96,31,52,0.596
60,97,3,11,0.273
60,98,15,22,0.682
60,99,15,25,0.6
60,100,10,17,0.588
60,101,19,31,0.613
60,102,17,39,0.436
60,103,10,18,0.556
60,104,25,52,0.481
60,105,1,1,1.0
60,106,29,47,0.617
60,107,10,16,0.625
60,108,4,7,0.571
60,109,2,3,0.667
60,110,18,27,0.667
60,111,15,26,0.577
60,112,13,20,0.65
60,113,3,3,1.0
60,114,12,19,0.632
60,119,4,16,0.25
60,120,10,16,0.625
60,121,17,48,0.354
60,126,3,8,0.375
60,128,3,5,0.6
60,129,9,17,0.529
61,1,4,4,1.0
61,2,3,6,0.5
61,3,11,16,0.688
61,4,7,9,0.778
61,5,1,3,0.333
61,6,11,15,0.733
61,7,7,13,0.538
61,8,3,7,0.429
61,9,11,15,0.733
61,10,9,11,0.818
61,11,8,12,0.667
61,12,3,7,0.429
61,13,12,16,0.75
61,14,2,3,0.667
61,15,7,12,0.583
61,16,4,10,0.4
61,17,4,9,0.444
61,18,7,9,0.778
61,19,6,10,0.6
