hero,opponent,hero_wins,games_played,win_rate
102,87,46,94,0.489
102,88,10,24,0.417
102,89,26,48,0.542
102,90,28,67,0.418
102,91,8,19,0.421
102,92,2,6,0.333
102,93,38,82,0.463
102,94,5,8,0.625
102,95,25,50,0.5
102,96,48,81,0.593
102,97,38,60,0.633
102,98,31,65,0.477
102,99,21,30,0.7
102,100,37,69,0.536
102,101,44,62,0.71
102,103,20,37,0.541
102,104,56,90,0.622
102,105,4,6,0.667
102,106,69,122,0.566
102,107,13,24,0.542
102,108,13,27,0.481
102,109,14,21,0.667
102,110,24,44,0.545
102,111,29,51,0.569
102,112,35,66,0.53
102,113,4,6,0.667
102,114,21,41,0.512
102,119,17,31,0.548
102,120,32,45,0.711
102,121,55,95,0.579
102,126,15,36,0.417
102,128,14,32,0.438
102,129,29,60,0.483
103,1,3,5,0.6
103,2,23,35,0.657
103,3,8,23,0.348
103,4,9,15,0.6
103,5,10,22,0.455
103,6,13,27,0.481
103,7,28,51,0.549
103,8,14,20,0.7
103,9,30,52,0.577
103,10,13,30,0.433
103,11,11,22,0.5
103,12,11,19,0.579
103,13,25,52,0.481
103,14,0,6,0.0
103,15,9,24,0.375
103,16,24,32,0.75
103,17,20,38,0.526
103,18,14,23,0.609
103,19,43,71,0.606
103,20,10,24,0.417
103,21,10,15,0.667
103,22,7,15,0.467
103,23,19,33,0.576
103,25,31,46,0.674
103,26,9,18,0.5
103,27,10,21,0.476
103,28,4,8,0.5
103,29,9,26,0.346
103,30,7,14,0.5
103,31,17,39,0.436
103,32,3,8,0.375
103,33,6,11,0.545
103,34,0,1,0.0
103,35,0,4,0.0
103,36,5,6,0.833
103,37,10,15,0.667
103,38,8,21,0.381
103,39,9,13,0.692
103,40,9,18,0.5
103,41,26,44,0.591
103,42,16,33,0.485
103,43,10,19,0.526
103,44,4,7,0.571
103,45,10,15,0.667
103,46,16,36,0.444
103,47,5,12,0.417
103,48,2,5,0.4
103,49,5,13,0.385
103,50,8,11,0.727
103,51,11,26,0.423
103,52,26,57,0.456
103,53,12,18,0.667
103,54,17,38,0.447
103,55,0,2,0.0
103,56,6,9,0.667
103,57,13,23,0.565
103,58,8,18,0.444
103,59,3,5,0.6
103,60,8,19,0.421
103,61,5,10,0.5
103,62,1,4,0.25
103,63,4,9,0.444
103,64,12,19,0.632
103,65,13,24,0.542
103,66,10,23,0.435
103,67,5,7,0.714
103,68,18,33,0.545
103,69,10,20,0.5
103,70,4,8,0.5
103,71,8,14,0.571
103,72,27,49,0.551
103,73,7,11,0.636
103,74,16,26,0.615
103,75,6,10,0.6
103,76,16,29,0.552
103,77,6,10,0.6
103,78,2,5,0.4
103,79,34,58,0.586
103,80,2,7,0.286
103,81,1,4,0.25
103,82,4,7,0.571
103,83,16,34,0.471
103,84,29,57,0.509
103,85,11,22,0.5
103,86,44,80,0.55
103,87,12,31,0.387
103,88,8,17,0.471
103,89,5,10,0.5
103,90,10,30,0.333
103,91,5,18,0.278
103,92,1,3,0.333
103,93,23,35,0.657
103,94,5,9,0.556
103,95,9,19,0.474
103,96,23,46,0.5
103,97,18,31,0.581
103,98,14,22,0.636
103,99,9,18,0.5
103,100,10,24,0.417
103,101,14,24,0.583
103,102,21,35,0.6
103,104,20,35,0.571
103,105,1,2,0.5
103,106,20,53,0.377
103,107,8,17,0.471
103,108,8,12,0.667
103,109,2,8,0.25
103,110,6,11,0.545
103,111,16,29,0.552
103,112,19,31,0.613
103,113,1,3,0.333
103,114,5,14,0.357
103,119,3,5,0.6
103,120,11,20,0.55
103,121,25,38,0.658
103,126,3,8,0.375
103,128,9,14,0.643
103,129,8,20,0.4
104,1,10,18,0.556
104,2,26,55,0.473
104,3,26,58,0.448
104,4,31,65,0.477
104,5,35,72,0.486
104,6,27,59,0.458
104,7,50,101,0.495
104,8,34,68,0.5
104,9,43,95,0.453
104,10,44,75,0.587
104,11,40,80,0.5
104,12,34,66,0.515
104,13,64,138,0.464
104,14,6,13,0.462
104,15,20,63,0.317
104,16,49,84,0.583
104,17,37,82,0.451
104,18,12,29,0.414
104,19,66,122,0.541
104,20,23,50,0.46
104,21,28,43,0.651
104,22,16,27,0.593
104,23,46,107,0.43
104,25,66,116,0.569
104,26,18,25,0.72
104,27,18,37,0.486
104,28,31,72,0.431
104,29,18,34,0.529
104,30,21,44,0.477
104,31,70,161,0.435
104,32,22,38,0.579
104,33,6,20,0.3
104,34,12,21,0.571
104,35,8,15,0.533
104,36,24,48,0.5
104,37,26,43,0.605
104,38,47,105,0.448
104,39,39,78,0.5
104,40,22,48,0.458
104,41,42,90,0.467
104,42,31,67,0.463
104,43,20,50,0.4
104,44,8,20,0.4
104,45,34,72,0.472
104,46,44,105,0.419
104,47,12,27,0.444
104,48,10,29,0.345
104,49,28,60,0.467
104,50,20,41,0.488
104,51,45,111,0.405
104,52,51,114,0.447
104,53,62,118,0.525
104,54,40,92,0.435
104,55,8,22,0.364
104,56,7,16,0.438
104,57,29,57,0.509
104,58,23,56,0.411
104,59,9,20,0.45
104,60,28,44,0.636
104,61,6,10,0.6
104,62,7,15,0.467
104,63,11,22,0.5
104,64,44,85,0.518
104,65,56,122,0.459
104,66,15,48,0.312
104,67,17,32,0.531
104,68,18,41,0.439
104,69,19,47,0.404
104,70,42,77,0.545
104,71,18,30,0.6
104,72,53,93,0.57
104,73,8,17,0.471
104,74,47,85,0.553
104,75,7,14,0.5
104,76,33,80,0.412
104,77,15,30,0.5
104,78,11,27,0.407
104,79,57,115,0.496
104,80,6,16,0.375
104,81,14,28,0.5
104,82,6,16,0.375
104,83,35,84,0.417
104,84,76,132,0.576
104,85,33,63,0.524
104,86,102,215,0.474
104,87,56,124,0.452
104,88,30,58,0.517
104,89,22,38,0.579
104,90,53,112,0.473
104,91,14,29,0.483
104,92,0,5,0.0
104,93,39,85,0.459
104,94,4,17,0.235
104,95,56,109,0.514
104,96,65,121,0.537
104,97,28,75,0.373
104,98,29,69,0.42
104,99,36,65,0.554
104,100,41,94,0.436
104,101,33,56,0.589
104,102,39,94,0.415
104,103,19,36,0.528
104,105,2,6,0.333
104,106,112,211,0.531
104,107,27,52,0.519
104,108,15,36,0.417
104,109,8,22,0.364
104,110,36,74,0.486
104,111,36,58,0.621
104,112,41,73,0.562
104,113,7,14,0.5
104,114,40,77,0.519
104,119,14,31,0.452
104,120,45,97,0.464
104,121,63,114,0.553
104,126,38,89,0.427
104,128,26,62,0.419
104,129,49,92,0.533
105,1,3,4,0.75
105,2,2,4,0.5
105,3,1,4,0.25
105,4,2,5,0.4
105,5,2,3,0.667
105,6,0,1,0.0
105,7,5,7,0.714
105,8,2,3,0.667
105,9,3,4,0.75
105,10,2,3,0.667
105,11,0,3,0.0
105,12,5,8,0.625
105,13,5,8,0.625
105,14,1,1,1.0
105,15,1,4,0.25
105,16,3,3,1.0
105,17,1,4,0.25
105,18,1,1,1.0
105,19,1,7,0.143
105,20,0,2,0.0
105,21,3,3,1.0
105,22,2,3,0.667
105,23,6,8,0.75
105,25,0,2,0.0
105,27,1,1,1.0
105,28,2,5,0.4
105,29,0,1,0.0
105,30,1,2,0.5
105,31,2,4,0.5
105,32,1,2,0.5
105,33,2,5,0.4
105,34,0,1,0.0
105,35,1,4,0.25
105,36,0,1,0.0
105,37,1,2,0.5
105,38,3,5,0.6
105,39,3,9,0.333
105,41,1,3,0.333
105,42,2,7,0.286
105,43,0,3,0.0
105,45,3,6,0.5
105,46,1,8,0.125
105,47,3,3,1.0
105,48,0,1,0.0
105,49,0,5,0.0
105,50,2,4,0.5
105,51,1,4,0.25
105,52,7,10,0.7
105,53,2,9,0.222
105,54,2,5,0.4
105,56,0,3,0.0
105,57,0,1,0.0
105,58,2,3,0.667
105,60,3,5,0.6
105,61,2,3,0.667
105,62,0,1,0.0
105,63,0,1,0.0
105,64,0,2,0.0
105,65,2,8,0.25
105,66,2,7,0.286
105,67,2,3,0.667
105,68,1,3,0.333
105,70,1,3,0.333
105,71,1,2,0.5
105,72,2,3,0.667
105,73,2,3,0.667
105,74,2,4,0.5
105,75,3,3,1.0
105,76,1,2,0.5
105,77,1,2,0.5
105,78,0,1,0.0
105,79,3,7,0.429
105,80,1,3,0.333
105,81,2,2,1.0
105,82,1,1,1.0
105,83,2,4,0.5
105,84,6,10,0.6
105,85,1,1,1.0
105,86,4,12,0.333
105,87,4,7,0.571
105,88,2,5,0.4
105,89,3,4,0.75
105,90,2,5,0.4
105,91,1,3,0.333
105,92,0,3,0.0
105,93,3,6,0.5
105,94,3,3,1.0
105,95,0,2,0.0
105,96,3,4,0.75
105,97,2,2,1.0
105,98,0,4,0.0
105,99,1,3,0.333
105,100,1,2,0.5
105,102,4,6,0.667
105,103,1,1,1.0
105,104,1,4,0.25
105,106,6,12,0.5
105,107,1,3,0.333
105,108,5,6,0.833
105,109,0,4,0.0
105,110,1,4,0.25
105,111,2,3,0.667
105,112,1,4,0.25
105,113,1,1,1.0
105,114,1,4,0.25
105,119,1,1,1.0
105,120,4,6,0.667
105,121,8,15,0.533
105,126,3,9,0.333
105,128,3,4,0.75
105,129,3,7,0.429
106,1,29,63,0.46
106,2,62,106,0.585
106,3,55,111,0.495
106,4,31,62,0.5
106,5,48,96,0.5
106,6,28,64,0.438
106,7,120,228,0.526
106,8,70,163,0.429
106,9,73,147,0.497
106,10,105,207,0.507
106,11,66,118,0.559
106,12,65,121,0.537
106,13,102,198,0.515
106,14,15,24,0.625
106,15,40,82,0.488
106,16,61,120,0.508
106,17,107,176,0.608
106,18,30,56,0.536
106,19,103,187,0.551
106,20,33,78,0.423
106,21,46,64,0.719
106,22,24,42,0.571
106,23,118,207,0.57
106,25,100,184,0.543
106,26,39,60,0.65
106,27,53,95,0.558
106,28,38,65,0.585
106,29,37,62,0.597
106,30,42,80,0.525
106,31,97,181,0.536
106,32,56,106,0.528
106,33,26,49,0.531
106,34,14,27,0.519
106,35,15,23,0.652
106,36,39,93,0.419
106,37,33,52,0.635
106,38,60,125,0.48
106,39,80,152,0.526
106,40,21,47,0.447
106,41,72,152,0.474
106,42,72,121,0.595
106,43,50,107,0.467
106,44,22,39,0.564
106,45,47,92,0.511
106,46,56,138,0.406
106,47,36,69,0.522
106,48,23,53,0.434
106,49,83,141,0.589
106,50,41,87,0.471
106,51,62,131,0.473
106,52,104,198,0.525
106,53,96,179,0.536
106,54,72,136,0.529
106,55,17,31,0.548
106,56,14,29,0.483
106,57,43,81,0.531
106,58,58,118,0.492
106,59,26,49,0.531
106,60,31,69,0.449
106,61,6,14,0.429
106,62,21,43,0.488
106,63,38,69,0.551
106,64,45,79,0.57
106,65,49,100,0.49
106,66,45,120,0.375
106,67,42,57,0.737
106,68,80,148,0.541
106,69,30,67,0.448
106,70,44,80,0.55
106,71,34,58,0.586
106,72,88,161,0.547
106,73,28,62,0.452
106,74,68,131,0.519
106,75,23,43,0.535
106,76,64,128,0.5
106,77,23,57,0.404
106,78,26,42,0.619
106,79,95,202,0.47
106,80,15,35,0.429
106,81,20,29,0.69
106,82,19,34,0.559
106,83,59,107,0.551
106,84,101,183,0.552
106,85,41,82,0.5
106,86,194,375,0.517
106,87,86,155,0.555
106,88,57,113,0.504
106,89,37,67,0.552
106,90,79,142,0.556
106,91,30,55,0.545
106,92,7,16,0.438
106,93,70,135,0.519
106,94,20,36,0.556
106,95,69,127,0.543
106,96,109,198,0.551
106,97,27,61,0.443
106,98,47,93,0.505
106,99,60,105,0.571
106,100,75,148,0.507
106,101,57,99,0.576
106,102,65,139,0.468
106,103,21,51,0.412
106,104,107,208,0.514
106,105,4,5,0.8
106,107,57,103,0.553
106,108,31,59,0.525
106,109,29,45,0.644
106,110,78,124,0.629
106,111,82,174,0.471
106,112,58,95,0.611
106,113,12,22,0.545
106,114,83,161,0.516
106,119,32,72,0.444
106,120,90,172,0.523
106,121,159,277,0.574
106,126,101,203,0.498
106,128,52,105,0.495
106,129,100,188,0.532
107,1,5,11,0.455
107,2,19,26,0.731
107,3,16,31,0.516
107,4,8,16,0.5
107,5,17,29,0.586
107,6,7,12,0.583
107,7,35,68,0.515
107,8,21,39,0.538
107,9,27,45,0.6
107,10,19,36,0.528
107,11,23,37,0.622
107,12,10,23,0.435
107,13,20,42,0.476
107,14,7,9,0.778
107,15,12,27,0.444
107,16,19,31,0.613
107,17,23,43,0.535
107,18,11,21,0.524
107,19,24,55,0.436
107,20,16,25,0.64
107,21,6,11,0.545
107,22,3,6,0.5
107,23,25,50,0.5
107,25,19,41,0.463
107,26,16,27,0.593
107,27,6,21,0.286
107,28,8,17,0.471
107,29,13,22,0.591
107,30,18,29,0.621
107,31,23,49,0.469
107,32,12,22,0.545
107,33,4,13,0.308
107,34,4,7,0.571
107,35,4,8,0.5
107,36,7,14,0.5
107,37,9,18,0.5
107,38,16,35,0.457
107,39,25,53,0.472
107,40,6,11,0.545
107,41,18,34,0.529
107,42,15,32,0.469
107,43,18,31,0.581
107,44,9,13,0.692
107,45,21,37,0.568
107,46,18,34,0.529
107,47,4,10,0.4
107,48,7,12,0.583
107,49,17,42,0.405
107,50,11,24,0.458
107,51,20,42,0.476
107,52,19,53,0.358
107,53,21,46,0.457
107,54,15,37,0.405
107,55,7,11,0.636
107,56,3,9,0.333
107,57,10,21,0.476
107,58,11,24,0.458
107,59,5,14,0.357
107,60,8,13,0.615
107,61,2,9,0.222
107,62,6,11,0.545
107,63,8,16,0.5
107,64,16,29,0.552
107,65,5,13,0.385
107,66,10,28,0.357
107,67,5,7,0.714
107,68,16,33,0.485
107,69,13,22,0.591
107,70,16,27,0.593
107,71,7,16,0.438
107,72,17,39,0.436
107,73,3,8,0.375
107,74,11,22,0.5
107,75,8,12,0.667
107,76,13,22,0.591
107,77,8,21,0.381
107,78,4,8,0.5
107,79,38,65,0.585
107,80,9,14,0.643
107,81,5,9,0.556
107,82,1,8,0.125
107,83,21,41,0.512
107,84,24,44,0.545
107,85,14,28,0.5
107,86,60,118,0.508
107,87,8,34,0.235
107,88,13,31,0.419
107,89,11,16,0.688
107,90,15,35,0.429
107,91,5,10,0.5
107,92,3,6,0.5
107,93,17,49,0.347
107,94,5,10,0.5
107,95,25,49,0.51
107,96,23,52,0.442
107,97,8,16,0.5
107,98,8,25,0.32
107,99,17,28,0.607
107,100,27,51,0.529
107,101,12,23,0.522
107,102,11,28,0.393
107,103,2,8,0.25
107,104,16,39,0.41
107,105,2,2,1.0
107,106,41,88,0.466
107,108,4,9,0.444
107,109,4,13,0.308
107,110,16,40,0.4
107,111,20,38,0.526
107,112,20,33,0.606
107,113,5,6,0.833
107,114,15,28,0.536
107,119,10,17,0.588
107,120,30,55,0.545
107,121,44,82,0.537
107,126,21,49,0.429
107,128,11,26,0.423
107,129,36,60,0.6
108,1,7,10,0.7
108,2,6,12,0.5
108,3,6,23,0.261
108,4,7,16,0.438
108,5,8,16,0.5
108,6,6,13,0.462
108,7,17,37,0.459
108,8,7,16,0.438
108,9,4,16,0.25
108,10,6,11,0.545
108,11,9,23,0.391
108,12,42,66,0.636
108,13,17,43,0.395
108,14,4,6,0.667
108,15,10,24,0.417
108,16,14,21,0.667
108,17,14,21,0.667
108,18,3,5,0.6
108,19,23,42,0.548
108,20,13,24,0.542
108,21,9,13,0.692
108,22,6,8,0.75
108,23,16,30,0.533
108,25,21,38,0.553
108,26,4,8,0.5
108,27,7,16,0.438
108,28,5,15,0.333
108,29,5,10,0.5
108,30,7,13,0.538
108,31,26,52,0.5
108,32,9,23,0.391
108,33,1,4,0.25
108,35,3,10,0.3
108,36,4,11,0.364
108,37,2,2,1.0
108,38,15,33,0.455
108,39,12,25,0.48
108,40,7,10,0.7
108,41,10,21,0.476
108,42,11,19,0.579
108,43,11,22,0.5
108,44,3,5,0.6
108,45,9,16,0.562
108,46,12,39,0.308
108,47,9,14,0.643
108,48,2,10,0.2
108,49,12,25,0.48
108,50,6,9,0.667
108,51,9,22,0.409
108,52,11,24,0.458
108,53,13,25,0.52
108,54,9,15,0.6
108,55,1,7,0.143
108,56,1,3,0.333
108,57,9,16,0.562
108,58,4,16,0.25
108,59,7,11,0.636
108,60,8,9,0.889
108,61,1,5,0.2
108,62,2,5,0.4
108,63,2,7,0.286
108,64,12,18,0.667
108,65,12,30,0.4
108,66,12,30,0.4
108,67,3,5,0.6
108,68,10,19,0.526
108,69,10,20,0.5
108,70,6,23,0.261
108,71,5,8,0.625
108,72,6,17,0.353
108,73,4,6,0.667
108,74,8,18,0.444
108,75,5,8,0.625
108,76,11,20,0.55
108,77,9,28,0.321
108,78,3,12,0.25
108,79,6,18,0.333
108,80,1,6,0.167
108,81,3,4,0.75
108,82,2,4,0.5
108,83,10,19,0.526
108,84,21,35,0.6
108,85,7,14,0.5
108,86,27,62,0.435
108,87,18,33,0.545
108,88,7,14,0.5
108,89,5,11,0.455
108,90,9,22,0.409
108,91,3,8,0.375
108,92,2,3,0.667
108,93,18,46,0.391
108,94,5,7,0.714
108,95,3,10,0.3
108,96,18,36,0.5
108,97,8,12,0.667
108,98,13,27,0.481
108,99,7,10,0.7
108,100,19,38,0.5
108,101,6,11,0.545
108,102,12,22,0.545
108,103,5,12,0.417
108,104,23,41,0.561
108,106,22,47,0.468
108,107,10,16,0.625
108,109,9,18,0.5
108,110,10,29,0.345
108,111,15,28,0.536
108,112,14,27,0.519
108,113,0,2,0.0
108,114,8,29,0.276
108,119,12,17,0.706
108,120,13,32,0.406
108,121,25,48,0.521
108,126,13,33,0.394
108,128,7,24,0.292
108,129,14,32,0.438
109,1,8,16,0.5
109,2,6,13,0.462
109,3,8,20,0.4
109,4,3,10,0.3
109,5,8,11,0.727
109,6,8,16,0.5
109,7,11,26,0.423
109,8,9,20,0.45
109,9,10,26,0.385
109,10,10,22,0.455
109,11,9,14,0.643
109,12,12,22,0.545
109,13,13,27,0.481
109,14,1,1,1.0
109,15,8,14,0.571
109,16,4,6,0.667
109,17,14,23,0.609
109,18,4,5,0.8
109,19,15,35,0.429
109,20,14,34,0.412
109,21,3,5,0.6
109,22,9,12,0.75
109,23,10,26,0.385
109,25,11,20,0.55
109,26,3,4,0.75
109,27,9,15,0.6
109,28,13,15,0.867
109,29,3,8,0.375
109,30,6,18,0.333
109,31,18,33,0.545
109,32,11,22,0.5
109,33,5,5,1.0
109,34,5,8,0.625
109,35,3,7,0.429
109,36,3,10,0.3
109,37,1,2,0.5
109,38,13,35,0.371
109,39,13,27,0.481
109,40,2,6,0.333
109,41,6,17,0.353
109,42,7,13,0.538
109,43,13,25,0.52
109,44,4,8,0.5
109,45,7,13,0.538
109,46,15,34,0.441
109,47,5,11,0.455
109,48,2,8,0.25
109,49,12,31,0.387
109,50,4,10,0.4
109,51,11,25,0.44
109,52,14,29,0.483
109,53,19,42,0.452
109,54,10,23,0.435
109,55,5,7,0.714
109,56,8,13,0.615
109,57,5,9,0.556
109,58,4,12,0.333
109,59,1,1,1.0
109,60,3,9,0.333
109,61,1,3,0.333
109,62,3,7,0.429
109,63,6,15,0.4
109,64,5,12,0.417
109,65,5,19,0.263
109,66,10,23,0.435
109,67,6,12,0.5
109,68,8,15,0.533
109,69,4,11,0.364
109,70,9,18,0.5
109,71,0,3,0.0
109,72,7,23,0.304
109,73,3,8,0.375
109,74,6,21,0.286
109,75,4,5,0.8
109,76,6,16,0.375
109,77,6,10,0.6
109,78,3,6,0.5
109,79,14,24,0.583
109,80,4,5,0.8
109,81,2,3,0.667
109,82,2,2,1.0
109,83,12,18,0.667
109,84,12,25,0.48
109,85,10,16,0.625
109,86,35,68,0.515
109,87,10,24,0.417
109,88,8,20,0.4
109,89,4,7,0.571
109,90,10,20,0.5
109,91,2,6,0.333
109,92,0,3,0.0
109,93,6,12,0.5
109,94,2,7,0.286
109,95,11,24,0.458
109,96,18,37,0.486
109,97,7,12,0.583
109,98,2,8,0.25
109,99,11,18,0.611
109,100,13,20,0.65
109,101,5,10,0.5
109,102,12,30,0.4
109,103,2,3,0.667
109,104,12,19,0.632
109,105,1,1,1.0
109,106,22,38,0.579
109,107,6,17,0.353
109,108,2,5,0.4
109,110,5,17,0.294
109,111,6,21,0.286
109,112,9,17,0.529
109,113,4,10,0.4
109,114,9,19,0.474
109,119,3,10,0.3
109,120,10,21,0.476
109,121,22,54,0.407
109,126,14,26,0.538
109,128,10,22,0.455
109,129,13,20,0.65
110,1,14,30,0.467
110,2,17,28,0.607
110,3,27,55,0.491
110,4,10,18,0.556
110,5,15,31,0.484
110,6,6,17,0.353
110,7,54,99,0.545
110,8,51,102,0.5
110,9,43,105,0.41
110,10,40,83,0.482
110,11,30,53,0.566
110,12,23,38,0.605
110,13,39,70,0.557
110,14,3,12,0.25
110,15,17,27,0.63
110,16,20,35,0.571
110,17,36,65,0.554
110,18,3,12,0.25
110,19,33,59,0.559
110,20,22,49,0.449
110,21,17,24,0.708
110,22,7,12,0.583
110,23,31,74,0.419
110,25,51,101,0.505
110,26,15,23,0.652
110,27,18,29,0.621
110,28,16,25,0.64
110,29,22,32,0.688
110,30,16,31,0.516
110,31,45,77,0.584
110,32,23,36,0.639
110,33,17,29,0.586
110,34,3,3,1.0
110,35,13,19,0.684
110,36,20,34,0.588
110,37,11,16,0.688
110,38,41,81,0.506
110,39,54,97,0.557
110,40,9,19,0.474
110,41,25,39,0.641
110,42,21,45,0.467
110,43,29,64,0.453
110,44,5,11,0.455
110,45,25,45,0.556
110,46,25,54,0.463
110,47,8,19,0.421
110,48,6,17,0.353
110,49,38,76,0.5
110,50,19,37,0.514
110,51,39,72,0.542
110,52,22,48,0.458
110,53,48,85,0.565
110,54,28,67,0.418
110,55,11,12,0.917
110,56,15,32,0.469
110,57,12,26,0.462
110,58,27,51,0.529
110,59,9,17,0.529
110,60,18,37,0.486
110,61,3,7,0.429
110,62,10,16,0.625
110,63,39,71,0.549
110,64,24,43,0.558
110,65,19,49,0.388
110,66,20,43,0.465
110,67,14,25,0.56
110,68,28,50,0.56
110,69,11,21,0.524
110,70,30,63,0.476
110,71,12,20,0.6
110,72,35,64,0.547
110,73,19,29,0.655
110,74,25,57,0.439
110,75,21,36,0.583
110,76,25,36,0.694
110,77,16,29,0.552
110,78,9,16,0.562
110,79,31,71,0.437
110,80,8,14,0.571
110,81,2,4,0.5
110,82,8,18,0.444
110,83,17,37,0.459
110,84,45,85,0.529
110,85,19,34,0.559
110,86,105,190,0.553
110,87,18,50,0.36
110,88,17,41,0.415
110,89,10,19,0.526
110,90,32,68,0.471
110,91,14,18,0.778
110,92,2,5,0.4
110,93,24,39,0.615
110,94,13,22,0.591
110,95,44,80,0.55
110,96,44,82,0.537
110,97,13,26,0.5
110,98,23,43,0.535
110,99,21,31,0.677
110,100,34,74,0.459
110,101,14,33,0.424
110,102,21,45,0.467
110,103,5,8,0.625
110,104,47,87,0.54
110,105,4,5,0.8
110,106,47,118,0.398
110,107,20,34,0.588
110,108,14,27,0.519
110,109,18,31,0.581
110,111,45,78,0.577
110,112,25,40,0.625
110,113,6,11,0.545
110,114,22,41,0.537
110,119,19,37,0.514
110,120,52,90,0.578
110,121,77,121,0.636
110,126,49,99,0.495
110,128,69,126,0.548
110,129,60,109,0.55
111,1,18,38,0.474
111,2,28,55,0.509
111,3,28,54,0.519
111,4,20,34,0.588
111,5,12,34,0.353
111,6,12,27,0.444
111,7,41,94,0.436
111,8,30,51,0.588
111,9,29,60,0.483
111,10,38,83,0.458
111,11,31,61,0.508
111,12,36,70,0.514
111,13,47,86,0.547
111,14,4,7,0.571
111,15,31,65,0.477
111,16,31,55,0.564
111,17,58,104,0.558
111,18,14,20,0.7
111,19,35,77,0.455
111,20,18,48,0.375
111,21,26,38,0.684
111,22,16,22,0.727
111,23,39,73,0.534
111,25,49,92,0.533
111,26,14,19,0.737
111,27,18,34,0.529
111,28,21,45,0.467
111,29,14,35,0.4
111,30,20,36,0.556
111,31,78,134,0.582
111,32,45,77,0.584
111,33,7,26,0.269
111,34,8,11,0.727
111,35,11,19,0.579
111,36,14,22,0.636
111,37,19,32,0.594
111,38,32,70,0.457
111,39,56,95,0.589
111,40,12,25,0.48
111,41,41,77,0.532
111,42,27,48,0.562
111,43,23,57,0.404
111,44,15,23,0.652
111,45,30,53,0.566
111,46,35,75,0.467
111,47,12,24,0.5
111,48,7,17,0.412
111,49,37,67,0.552
111,50,19,36,0.528
111,51,37,85,0.435
111,52,28,61,0.459
111,53,47,93,0.505
111,54,35,68,0.515
111,55,7,11,0.636
111,56,7,15,0.467
111,57,16,32,0.5
111,58,23,51,0.451
111,59,9,16,0.562
111,60,8,25,0.32
111,61,3,10,0.3
111,62,15,25,0.6
111,63,22,45,0.489
111,64,19,43,0.442
111,65,37,76,0.487
111,66,16,48,0.333
111,67,25,42,0.595
111,68,61,114,0.535
111,69,12,22,0.545
111,70,21,40,0.525
111,71,17,38,0.447
111,72,23,42,0.548
111,73,11,20,0.55
111,74,25,40,0.625
111,75,25,38,0.658
111,76,19,55,0.345
111,77,17,39,0.436
111,78,15,24,0.625
111,79,54,115,0.47
111,80,10,18,0.556
111,81,10,17,0.588
111,82,6,19,0.316
111,83,27,47,0.574
111,84,45,78,0.577
111,85,8,24,0.333
111,86,90,187,0.481
111,87,40,80,0.5
111,88,19,38,0.5
111,89,16,32,0.5
111,90,37,72,0.514
111,91,5,8,0.625
111,92,2,12,0.167
111,93,47,84,0.56
111,94,9,20,0.45
111,95,25,56,0.446
111,96,67,114,0.588
111,97,18,32,0.562
111,98,30,54,0.556
111,99,19,34,0.559
111,100,43,72,0.597
111,101,28,47,0.596
111,102,26,50,0.52
111,103,13,23,0.565
111,104,41,66,0.621
111,105,2,3,0.667
111,106,104,216,0.481
111,107,25,51,0.49
111,108,18,30,0.6
111,109,12,27,0.444
111,110,42,70,0.6
111,112,35,57,0.614
111,113,8,14,0.571
111,114,27,53,0.509
111,119,27,45,0.6
111,120,50,97,0.515
111,121,108,166,0.651
111,126,45,82,0.549
111,128,33,64,0.516
111,129,68,123,0.553
112,1,9,23,0.391
112,2,8,18,0.444
112,3,22,49,0.449
112,4,23,41,0.561
112,5,21,41,0.512
112,6,16,37,0.432
112,7,38,70,0.543
112,8,15,42,0.357
112,9,9,28,0.321
112,10,31,61,0.508
112,11,28,65,0.431
112,12,30,56,0.536
112,13,45,92,0.489
112,14,3,8,0.375
112,15,31,51,0.608
112,16,30,55,0.545
112,17,33,66,0.5
112,18,9,17,0.529
112,19,63,114,0.553
112,20,30,69,0.435
112,21,9,17,0.529
112,22,10,29,0.345
112,23,35,53,0.66
112,25,36,74,0.486
112,26,14,24,0.583
112,27,10,26,0.385
112,28,25,54,0.463
112,29,10,21,0.476
112,30,11,23,0.478
112,31,73,131,0.557
112,32,19,32,0.594
112,33,17,30,0.567
112,34,7,10,0.7
112,35,7,11,0.636
112,36,11,23,0.478
112,37,13,19,0.684
112,38,35,70,0.5
112,39,33,63,0.524
112,40,6,19,0.316
112,41,42,79,0.532
112,42,20,32,0.625
112,43,9,33,0.273
112,44,8,23,0.348
112,45,34,62,0.548
112,46,30,51,0.588
112,47,14,30,0.467
112,48,5,17,0.294
112,49,10,33,0.303
112,50,10,21,0.476
112,51,28,57,0.491
112,52,37,80,0.462
112,53,40,65,0.615
112,54,35,55,0.636
112,55,9,18,0.5
112,56,3,9,0.333
112,57,35,56,0.625
112,58,22,44,0.5
112,59,10,18,0.556
112,60,7,18,0.389
112,61,6,12,0.5
112,62,3,6,0.5
112,63,18,23,0.783
112,64,23,48,0.479
112,65,28,70,0.4
112,66,27,65,0.415
112,67,10,27,0.37
112,68,26,47,0.553
112,69,17,46,0.37
112,70,16,33,0.485
112,71,9,18,0.5
112,72,40,72,0.556
112,73,13,23,0.565
112,74,21,43,0.488
112,75,15,22,0.682
112,76,38,58,0.655
112,77,13,29,0.448
112,78,6,10,0.6
112,79,37,73,0.507
