match_id,victor_team,radiant_team,dire_team
5148906211,Radiant,72-106-84-101-2,20-112-83-6-69
5166095080,Radiant,45-13-103-42-68,52-40-9-91-11
5161832066,Dire,10-13-87-69-119,104-75-5-54-84
5176336509,Dire,13-49-107-6-20,100-26-31-65-41
5147104353,Radiant,95-70-35-21-37,104-100-17-52-27
5149131398,Dire,100-20-21-4-104,90-52-70-97-40
5178442162,Radiant,41-2-74-86-64,79-25-81-54-106
5156949715,Dire,106-12-83-47-111,63-65-6-51-69
5159403093,Dire,110-19-53-2-30,93-7-74-119-21
5175570052,Dire,51-54-98-23-5,41-106-96-52-47
5169906938,Radiant,103-5-104-12-13,51-83-11-101-6
5154233308,Dire,7-79-86-52-65,53-8-112-120-83
5170322032,Radiant,14-63-103-22-86,74-13-87-47-93
5177289861,Dire,63-13-40-78-69,54-30-47-101-38
5167394846,Dire,6-15-84-27-29,23-86-98-69-31
5177376776,Dire,6-51-76-101-87,40-102-106-74-13
5169745970,Dire,70-90-53-72-100,23-93-13-16-87
5174677557,Radiant,23-8-21-26-100,86-15-20-106-13
5163535193,Dire,93-112-40-64-13,11-97-95-86-107
5143127012,Dire,46-80-100-31-40,11-76-54-74-9
5159849790,Radiant,76-69-31-83-93,84-48-14-50-23
5147727286,Radiant,83-40-47-102-87,29-14-86-6-13
5144828354,Radiant,20-17-86-40-63,4-64-19-110-82
5154091170,Dire,51-112-120-13-19,97-104-26-28-23
5178892262,Dire,30-120-2-101-95,76-22-97-102-75
5163297744,Radiant,83-86-104-6-59,7-102-74-53-54
5143386828,Radiant,9-97-25-28-84,22-75-70-54-5
5155283645,Dire,10-86-96-13-6,64-15-101-104-44
5146572397,Radiant,86-48-69-20-13,50-121-104-21-93
5168695451,Radiant,97-106-107-86-4,6-13-100-20-15
5164476059,Radiant,38-6-13-26-87,112-101-76-57-41
5155713989,Radiant,20-13-98-7-70,100-23-15-104-90
5164873783,Radiant,114-16-49-64-13,71-53-25-112-2
5174136131,Dire,76-87-26-104-93,95-13-100-88-11
5150528385,Dire,83-63-46-112-51,50-11-69-89-87
5164670380,Radiant,22-68-13-71-113,87-53-16-49-6
5144585947,Radiant,9-14-84-76-97,36-88-25-103-75
5146263878,Radiant,47-68-5-19-13,35-18-40-91-69
5165341366,Radiant,87-13-100-70-15,46-69-59-47-65
5155882212,Dire,48-53-6-20-21,25-18-19-112-9
5171410921,Dire,98-28-52-79-46,7-129-101-83-19
5145448463,Radiant,86-8-96-74-105,75-39-4-9-45
5147923575,Dire,76-42-57-86-102,103-6-13-100-40
5160532965,Dire,46-104-5-6-83,74-79-52-45-69
5151153798,Radiant,13-101-12-83-15,65-23-86-41-103
5143166036,Dire,54-111-26-97-98,13-75-106-23-86
5174639610,Dire,95-74-2-20-31,100-11-93-87-36
5149054732,Radiant,15-56-87-86-16,58-104-100-13-74
5140532243,Dire,100-63-80-87-15,53-25-19-93-16
5171983129,Radiant,45-86-19-11-20,83-97-13-70-112
5170247367,Dire,19-106-86-6-13,52-16-101-54-5
5170103894,Dire,52-40-98-93-86,68-45-102-83-54
5151646668,Dire,79-52-71-98-120,2-86-40-25-16
5171272229,Dire,29-13-93-40-27,44-102-3-33-52
5174397179,Dire,47-69-110-68-1,10-25-16-100-112
5148314746,Radiant,110-74-93-13-57,102-40-9-100-106
5151814470,Radiant,69-12-53-5-70,13-106-93-91-29
5178537475,Dire,90-106-69-12-101,15-46-98-5-51
5167241115,Radiant,78-70-5-34-87,85-99-19-21-13
5140781922,Dire,10-13-51-2-39,53-25-86-20-70
